"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CG12768",-0.301088507913602,1.71370486504165,-2.58910222746622,0.0210702759613518,0.0781101935419608,-3.94512891357089
"CG17834",-0.210966739308077,4.31565937752222,-2.58865937943589,0.0210885929263458,0.0781590846783828,-4.4252631328968
"CG16984",-0.221434054731747,6.4337378901833,-2.58759954555709,0.0211324917548573,0.0783027411485595,-4.54486879247588
"GATAd",-0.186583885787169,5.4040121535371,-2.58737168267825,0.0211419414262498,0.0783187134992822,-4.51370768621037
"CG13067",-0.342576163375409,4.31453590111143,-2.5891632116489,0.0211535812664265,0.0783220829977779,-4.42100080814807
"Inx6",-0.327948673062074,1.32454086618267,-2.58701114057256,0.0211569017295595,0.0783220829977779,-3.85808714001797
"CG13300",0.436868544964507,1.84776264095058,2.58697820780226,0.0211582687468406,0.0783220829977779,-3.98872083459702
"corn",0.183555611115678,3.92305396758856,2.58674904521079,0.0211677834870364,0.0783382759452247,-4.38138651276285
"CG31373",0.240608496211562,4.37639579004435,2.5865019054039,0.0211780492493653,0.0783572397573019,-4.44184337415279
"CG6180",-0.231918074307478,5.73802649838572,-2.58565954998654,0.0212130752541008,0.0784677832214796,-4.53499948723787
"wuho",0.178836220134598,3.33788438461278,2.58547808495923,0.0212206280518801,0.0784766735041624,-4.29963625915031
"tei",0.267041748993693,3.88290709992389,2.58496253398737,0.0212421000409186,0.0785370219853468,-4.37937798255177
"CG4972",-0.158350182963909,5.81575136537117,-2.58455807118138,0.0212589599947041,0.0785696962937778,-4.53908241104832
"eEF1beta",-0.189446827166019,8.04091351904803,-2.58450319415924,0.0212612485246417,0.0785696962937778,-4.51844360407723
"APP-BP1",-0.177336994334462,5.98620001608044,-2.58335725661194,0.0213090916199601,0.0787145248376628,-4.54654762266366
"Sh",0.265537338192819,7.78482035760444,2.58331710937801,0.0213107696509315,0.0787145248376628,-4.52920643269987
"lncRNA:CR45250",0.325522254582377,3.1820647790995,2.58315875925285,0.0213173894392754,0.0787198970328464,-4.27713871016278
"CG15370",0.742349187194687,-1.76148333202807,2.58300341541804,0.021323885472981,0.0787248097403658,-3.27038482195705
"Pink1",-0.183989768043465,7.88147127174738,-2.58271884774165,0.0213357902178955,0.0787496834392656,-4.52816498359172
"CG15312",0.2259074959976,4.21509506820667,2.58259016350581,0.0213411757573963,0.0787504887512639,-4.42470258331485
"Unc50",0.198029419860113,3.41187182428608,2.58212466373503,0.0213606682254451,0.0788033366632251,-4.3139744951238
"thoc6",0.23729547006309,2.03924025488501,2.58175827912317,0.0213760223636463,0.0788408956490728,-4.03410653426157
"lncRNA:CR43415",-0.301788854313473,1.5284213363585,-2.58143402206654,0.0213896199125902,0.0788538284274024,-3.91919188821362
"P5CS",-0.346019282576977,8.44975341933394,-2.59024034624615,0.0213898770812915,0.0788538284274024,-4.50268240496609
"Hs3st-A",0.29521048102676,4.93252765307384,2.58081979549802,0.0214153999955502,0.0789288261021004,-4.4980124519337
"botv",-0.211832834051588,3.6349805818414,-2.58009452851112,0.0214458791127682,0.0790220497288654,-4.35214621363304
"klg",0.314520301008878,4.71653043402987,2.57977729146732,0.0214592240148759,0.0790293098940929,-4.48411977110651
"asRNA:CR45270",0.25085744821403,2.99644573497356,2.57962878839241,0.0214654736939151,0.0790293098940929,-4.24446253849322
"CG7607",-0.555093936614322,2.53736999434601,-2.59714992251865,0.0214655259542447,0.0790293098940929,-4.12918597868882
"CG32026",-0.219863518248538,7.51815479637992,-2.57954341141209,0.021469067534888,0.0790293098940929,-4.54486260647423
"pds5",-0.154548284405344,5.03184590460415,-2.57943153513199,0.0214737777080996,0.0790293098940929,-4.50665352801566
"asRNA:CR45683",0.365673429941462,1.00104404327784,2.57926338780814,0.0214808588535747,0.0790362841449729,-3.79731878623082
"Rpt3",0.153904606188761,5.55301386976584,2.57770525066746,0.0215465832189598,0.0792553521726668,-4.54151541051655
"strat",0.253385437392166,2.38229869645664,2.57760545851431,0.0215507991734601,0.0792553521726668,-4.12906236240812
"CG14106",0.30924228076187,3.74788564785273,2.57722756876977,0.0215667712078991,0.0792793840095609,-4.38250402639636
"CG6664",-0.150031004146363,7.11236240327063,-2.57720470520657,0.0215677379333097,0.0792793840095609,-4.55977416631781
"Aldh",-0.20344686769541,9.23661035703015,-2.57701186802319,0.0215758932029032,0.079290236897093,-4.48882091149137
"Cpr11B",1.17809864958796,-1.94624092077137,2.57678242166877,0.021585600573501,0.0793067870636825,-3.25873981823217
"lncRNA:CR46148",-0.945549171599359,-1.26860012141523,-2.57612079750258,0.0216136159629035,0.0793905777957699,-3.33419440970726
"CG44142",1.26765203121873,-0.248798452411671,2.60185616264051,0.0216273029116173,0.0794217099694092,-3.48499176718017
"MED1",0.143139770685177,5.38210597442298,2.57520126678048,0.02165261006187,0.0794954896032036,-4.53752370964268
"PIG-C",0.286509374847438,1.40496538983471,2.57453557513675,0.0216808819384758,0.0795801157857347,-3.90070718097668
"fwd",-0.182317542915551,7.21803289588665,-2.57440362800736,0.0216864899375999,0.0795815330240842,-4.56292651563482
"CG46457",-0.289049368939824,1.86616979131328,-2.57311036466925,0.0217415299303278,0.0797529763803206,-4.01393430098224
"3S18{}RR48327",0.482670059973213,0.903208324958595,2.57275421215844,0.0217567109981799,0.0797529763803206,-3.79699603638293
"mt:srRNA",0.688951878338765,-0.702314591120165,2.57275360142431,0.0217567370395894,0.0797529763803206,-3.44443605713161
"CG33309",-0.193546396598566,5.15466090754711,-2.57271229717905,0.0217584983022829,0.0797529763803206,-4.52871292565895
"sti",0.210563840248909,3.40886127150856,2.57269173728967,0.0217593750517961,0.0797529763803206,-4.33364826428941
"nop5",0.188075000836722,4.12544471511795,2.57228299047987,0.0217768125756591,0.0797976974400203,-4.43748821317413
"CG31093",-0.268072864804469,3.3700591697369,-2.57202861609644,0.0217876712082858,0.079818295484201,-4.3250629256748
"RhoGDI",-0.151290295791614,6.30461126369367,-2.57107644045782,0.0218283635366749,0.0799481519584055,-4.57499756687489
"CG4467",0.315160498972444,5.05789748505554,2.57260731470118,0.0218457061458382,0.0799924463389173,-4.5255134386163
"pxb",0.271397218844506,2.68116968067517,2.57001997284951,0.0218735984134974,0.0800753398562816,-4.19642099815333
"Ack",0.161691229275316,6.85083105883877,2.5694607436054,0.0218975794500071,0.0801438786787002,-4.57833402275721
"Idefix{}3762",-3.63451397281561,-3.71485056542809,-2.63219126513205,0.0219200078691945,0.0802067034637512,-3.12611041881516
"stum",0.315571838908217,2.08751940333013,2.56761972659528,0.0219767051806887,0.0803946873782504,-4.07883180435417
"rempA",0.191629180787489,3.07633852768029,2.56749831034907,0.021981933222124,0.0803946873782504,-4.28461565383296
"CG15602",-0.170307574231477,3.68597519068755,-2.56711512512157,0.02199844057025,0.0804357567875745,-4.38378057245789
"Crg-1",0.370315028091767,1.50725709047676,2.5664935383031,0.0220252434328135,0.0805144422921752,-3.94506266939646
"rgn",-0.242382211733818,6.75054382074825,-2.56480239507258,0.022098324587959,0.0807622222351306,-4.5878642895033
"Rtnl1",0.148400248335918,8.66693828896772,2.56459160268603,0.0221074500988946,0.0807762022313962,-4.53393588174454
"297{}6499",1.11244349720106,-0.432425921158165,2.5766517421119,0.0221292032794921,0.0808363034466586,-3.51055655272129
"CAH2",-0.366021502138889,6.79553813226304,-2.58229674611549,0.0221644021790137,0.0809454802799352,-4.57271555511691
"knk",-0.303009908112583,1.39390370437162,-2.56298953779942,0.0221769242794112,0.0809718078625363,-3.91065771363306
"plx",-0.318228309672754,6.62765690281056,-2.56923416714254,0.0221853180158992,0.0809830530688152,-4.58585050977343
"CG4213",-0.206785550092314,6.87050384583545,-2.56240215426595,0.0222024489215543,0.0810261785355573,-4.59153233896315
"CG31998",-0.1647812910525,5.95140103211793,-2.56222405285562,0.022210193860673,0.0810341977074378,-4.58457830006684
"Mlc-c",-0.188280745062468,6.92060795319961,-2.56210710892606,0.0222152807100837,0.0810341977074378,-4.59131803306177
"mira",0.342010819710035,1.5921127644248,2.56083116709791,0.022270854656531,0.0812008120615267,-3.97536748914793
"CG31493",0.366525472113373,3.01807811393444,2.5607240090241,0.0222755280266893,0.0812008120615267,-4.29006487336038
"CG12374",-0.996865146013331,9.3585525358396,-2.66967684997334,0.0222775402547444,0.0812008120615267,-4.42219417495172
"CG9743",-0.426083130426739,6.12878092270802,-2.59530915540264,0.0222822700814505,0.0812008120615267,-4.55936818339628
"CG4892",-0.316627042710773,3.16891259843543,-2.56021162907591,0.0222978869297944,0.0812315304762593,-4.31738508621622
"CG15422",-0.32078669162482,4.26862500937291,-2.56013208831554,0.0223013598105426,0.0812315304762593,-4.47349382171112
"CG13160",1.30168080356639,-0.990577046134285,2.56696840753184,0.022309829646379,0.0812429638735521,-3.3745020409433
"dom",-0.165997105380858,7.19311137009358,-2.55834134340504,0.0223796843635539,0.0814778761826474,-4.59349108322322
"Syx4",-0.172719253308965,3.82651928153622,-2.55812875125773,0.0223890003604657,0.0814923251716018,-4.4241508430572
"Corin",0.27960182577636,4.14161728761786,2.55785258552039,0.0224011077772276,0.0815095912806625,-4.46607115814196
"CG16711",-0.193612261746794,7.25845316488726,-2.55766586673493,0.0224092973021976,0.0815095912806625,-4.59315572607757
"Rab23",0.397240089234247,1.24547668310942,2.55753641405658,0.0224149768117215,0.0815095912806625,-3.88905779902671
"CG32544",0.416245940603842,2.30691861670051,2.55753274962905,0.0224151376021822,0.0815095912806625,-4.15256398559244
"CG11670",0.684578821382819,-1.26088503626321,2.55673958779667,0.0224499666275029,0.0816167679873914,-3.37901916918721
"robl",0.209912836454277,5.22250782517822,2.55659061045252,0.0224565142607351,0.0816211012004778,-4.56304069671359
"CG14695",0.746802299050789,-1.24294575786122,2.5561536686293,0.0224757286656046,0.0816714603871754,-3.38025895129222
"asRNA:CR43933",0.474549922128217,0.877356040748563,2.55590485858769,0.0224866770781665,0.0816917660718134,-3.80750926248463
"CG14441",-0.197594854905588,6.16780362319782,-2.55550863204671,0.0225041228473618,0.0817288282952543,-4.60188497845134
"asRNA:CR31144",0.264002814836015,3.32915606012597,2.55542959275242,0.0225076044852482,0.0817288282952543,-4.35603920781748
"CG9992",-0.171956335986337,5.15277212929184,-2.55509721606706,0.0225222511597967,0.0817589357058734,-4.56055036615169
"CG4393",-0.260648466712259,4.53482925831076,-2.55497865674129,0.022527477867899,0.0817589357058734,-4.51130003532502
"CG1631",-0.173873973623614,4.34442688769136,-2.55487632412953,0.0225319901551619,0.0817589357058734,-4.49374778287315
"CG17376",0.251642295192645,10.0567662491856,2.55464905101585,0.0225420147140304,0.0817758400956494,-4.49667410759301
"INE-1{}3411",-1.00766307856869,-1.92133342313013,-2.55310659176063,0.02261016274081,0.0820035412113148,-3.29663721432288
"CG31195",-0.228253322023828,4.90985489842564,-2.55215948255185,0.0226521053463306,0.0821361136041111,-4.54701851909296
"RhoGAP19D",-0.279009487709977,6.32069710512566,-2.55108296334066,0.0226998695712791,0.0822897269900792,-4.61234104124523
"CG1812",0.175507818514715,3.93188243891615,2.55077506350166,0.0227135485944813,0.0823197337883222,-4.45345984726162
"lncRNA:CR43835",0.346150747039527,3.22991486680606,2.55060136553447,0.0227212689410746,0.082326157614148,-4.34575691236737
"prt",0.290933030431654,1.51683334584066,2.55049213929731,0.0227261250054279,0.082326157614148,-3.97321334603072
"CG13722",0.413592717195937,2.39240563993059,2.5496225613218,0.0227648209324739,0.0824467374075337,-4.16706348042428
"ebd2",-0.302592255261233,1.66302380621461,-2.54949679538443,0.0227704227073104,0.0824474321832765,-4.00503142465891
"CG32112",-0.168460018855757,5.64498741234236,-2.54928263308331,0.0227799648140489,0.0824623904432554,-4.59920850980263
"Prosbeta2",-0.167503346914417,6.66176745984099,-2.54874449550298,0.0228039587429743,0.0825296440852358,-4.61837723835722
"Sid",0.707487041461017,1.44722058487748,2.56458513833632,0.0228109156560606,0.0825352218894501,-3.94386757864866
"CR42653",-1.29504257383066,1.09370199344012,-2.61910015354541,0.0228213096174542,0.0825491102426521,-3.80708475904443
"asRNA:CR46354",0.583957650130286,1.01593088990802,2.54825987409306,0.022825587307253,0.0825491102426521,-3.85942333421777
"CG34183",0.287783937916742,1.9964144758426,2.54799934639507,0.022837222747427,0.0825715954141844,-4.08706120792741
"Cr1a{}1621",0.531798015189462,-0.344166722423476,2.54744919261967,0.0228618118998259,0.0826408950079095,-3.55873110858139
"CG11475",-0.289075547565964,4.82846121897142,-2.54626434815049,0.0229148549145659,0.0828129923874756,-4.55328036557743
"lncRNA:CR43358",1.01115986517123,-0.177143217045486,2.55355285902073,0.0229319313440698,0.0828550577723148,-3.57931656722053
"CG33465",-0.822963324153078,-0.952684774568948,-2.54561262604111,0.0229440814870887,0.0828593203038664,-3.42644662862362
"Cyp6a2",-0.576890357599763,6.45346794948054,-2.61530531655109,0.0229443180011903,0.0828593203038664,-4.55972545251476
"Rcd1",-0.122023650120688,5.7994791089538,-2.54549362467635,0.0229494219817992,0.0828593203038664,-4.61154292591783
"nAChRalpha3",0.395884211816754,3.89865632562485,2.5569593618742,0.0229557923522184,0.0828626895897224,-4.45224651031636
"TTLL12",-0.169387457081655,4.13115907444805,-2.54462050113451,0.0229886421671466,0.0829616165350023,-4.48794285621114
"CG32812",0.257973187376524,3.73379998996643,2.54401515930488,0.0230158715072467,0.0830402182221685,-4.43615219296726
"lncRNA:CR44203",-0.785558203818532,-1.24621484232335,-2.54349915188921,0.0230391068616791,0.0831043759933703,-3.40748808701926
"CG32219",-0.28710756150058,2.67305080221254,-2.54331923635687,0.0230472135889398,0.0831139458342269,-4.25001374582354
"HeT-A{}6265",-0.385993900758346,2.29171950818659,-2.54277660836074,0.0230716801824303,0.0831671293444259,-4.16841627572139
"alien",-0.154617894344809,4.97378420863111,-2.54265167387464,0.0230773168912758,0.0831671293444259,-4.57196240486135
"asRNA:CR44228",0.687297721789307,-0.00635712807522202,2.54262916266819,0.0230783326770064,0.0831671293444259,-3.62884654369347
"CG4174",0.259273886549096,3.59506778155273,2.54210494725298,0.0231019992771142,0.0832327349842127,-4.42268275411692
"CG4949",0.378167972386537,1.0559213278938,2.54155061872815,0.023127050716098,0.0832873420964539,-3.88562109168873
"CG4269",0.371219168919186,2.19256891363096,2.54152772115192,0.0231280860729785,0.0832873420964539,-4.15152361677707
"lncRNA:CR44387",-0.441984440731744,1.10276758169217,-2.54132692592155,0.0231371673112766,0.083300361404171,-3.88256173791002
"CG9018",0.13170703622519,4.5393335507961,2.54086066944308,0.0231582675937849,0.0833566363082856,-4.53951868741891
"CG34136",0.238581461873517,2.68328876127035,2.54049142168094,0.0231749908773238,0.0833971336411841,-4.26275511206472
"SMC5",-0.15584284921514,5.10871355773896,-2.54016985312821,0.0231895642006087,0.0834155586805557,-4.5860232249662
"lncRNA:CR44464",0.708816922930294,-0.402993518565201,2.54013690515383,0.0231910578825141,0.0834155586805557,-3.5604158331078
"Drs",1.04538848336366,4.50954026129546,2.64839707486032,0.0232077136522229,0.08345577066066,-4.44118872645972
"pch2",0.340504614929959,2.212458399816,2.53923995551065,0.0232317561756123,0.0835225204331991,-4.16706771648941
"Polr1H",0.350645365217524,1.05236724465505,2.53864559958109,0.0232587622812963,0.0835680909428807,-3.89505249433504
"CG30172",0.327312858364665,2.52833192985842,2.53860371238844,0.023260666670245,0.0835680909428807,-4.23370382211508
"Pex19",0.155607684693426,5.31756318281285,2.53859897625577,0.023260882006542,0.0835680909428807,-4.60319182911555
"CG14777",0.300607712513207,3.78547839847166,2.53828230946566,0.0232752841378366,0.0836001249730449,-4.45695198025378
"CG17658",0.475229022856282,0.416742043661374,2.53743335033981,0.0233139373526328,0.0837192283822157,-3.73831701020619
"CG13471",0.182532447042406,5.00545796982552,2.53681421910738,0.0233421652916726,0.0837902862122543,-4.58645497167239
"CG34460",-0.290584019538452,3.47584508236518,-2.53675818912409,0.0233447214735716,0.0837902862122543,-4.41442289774048
"tapas",-0.149903336461443,6.47447058521237,-2.53526339182163,0.023413015845324,0.083996961853339,-4.64336017226523
"CG33946",1.0322739441457,-1.13473040472384,2.53525660464199,0.0234133263748677,0.083996961853339,-3.44297351703316
"lncRNA:CR44413",-0.429534035383107,1.88250728455773,-2.53470298566608,0.0234386690594773,0.0840680904839806,-4.08299183557848
"nAChRalpha1",0.430859153038678,4.92173281788064,2.56456653200919,0.0234497384418755,0.0840880032598078,-4.55871476939523
