"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"mod(mdg4)",0.124983466605711,6.19706383525983,1.239222012468,0.235103526448872,0.406879144115468,-6.6933555847588
"lncRNA:CR43641",-0.297801870352264,-0.31738801179673,-1.23895655729489,0.235198935880398,0.406950368346093,-5.54800641203599
"upSET",-0.125244897336282,7.55774264635001,-1.23893820657325,0.235205532585238,0.406950368346093,-6.68003063581587
"CG43610",-0.23514049937807,1.69646149781367,-1.23883949211794,0.235241020876929,0.406950368346093,-6.08821003603765
"CG44085",-0.121447590807494,8.70519558644763,-1.23881036651856,0.235251492462538,0.406950368346093,-6.6404321727488
"CG4914",-0.317182657160563,-1.05676951413939,-1.23838770760858,0.235403492974007,0.407167090332977,-5.38328337868135
"Rt1b{}334",-2.27829534773813,-0.705414030201073,-1.25923882531823,0.235502544226195,0.407248582063478,-5.37951946666831
"klhl10",-0.0857631043869911,7.18338867932604,-1.23804060819063,0.23552837759673,0.407248582063478,-6.69049288552478
"CG43376",-0.256755522302802,0.444441931755168,-1.23803394793725,0.235530774429626,0.407248582063478,-5.76311324774719
"diver{}873",3.401622836426,-0.101936508589624,1.26020618010785,0.235634797734911,0.407382225465689,-5.51143120937926
"koi",-0.0807075485416402,5.98778838237662,-1.23760849267163,0.235683923082967,0.407420937815837,-6.69076112771342
"CG5567",-0.0747998579024122,5.26503231995339,-1.23713836933823,0.235853241315138,0.407667392269786,-6.66049197271261
"Prosalpha6T",-0.141059193124134,5.61465501056162,-1.23661872624477,0.236040505232841,0.407944806049955,-6.67959948512089
"Sox14",-0.144773139351906,6.33116367489839,-1.23676581625727,0.236153063708465,0.408093059407756,-6.69749742031753
"CR45033",1.01374645605245,0.0471718803953509,1.25290533498112,0.236229684171988,0.408179182174727,-5.68645401499664
"CG15549",-0.132149561898664,3.36927493054086,-1.23585346539785,0.236316494369548,0.408278132918871,-6.44987206373782
"CG9662",0.103070461837623,4.39390315104201,1.23575358863618,0.236352533262332,0.408278132918871,-6.59237813727406
"diver2{}2945",-0.244999147440834,0.938164820276969,-1.23571261089661,0.236367320652441,0.408278132918871,-5.89712097624406
"lncRNA:CR32111",0.244741193626894,0.412010502360701,1.23529660549535,0.236517483003011,0.408491110219351,-5.74520280801984
"iav",0.181090227526009,0.596479093654738,1.23522253126275,0.236544228850773,0.408491110219351,-5.78490245002004
"Mgstl",-0.121903129287802,7.47626252626736,-1.23512951142567,0.236577818705029,0.408502827675576,-6.68646500287812
"CG9360",-0.471294525294944,7.05866320563256,-1.25434860339285,0.236683451362417,0.40863892588232,-6.66873946283646
"asRNA:CR46093",-0.214525245401159,-0.278764675593919,-1.23453661178651,0.236792004966397,0.408780035759843,-5.5821431080663
"CG8043",-0.0922179694830614,7.19598336409245,-1.23436309382501,0.236854717386484,0.408841985838715,-6.69470205227197
"Gyc89Db",0.375867100656725,-1.17069300754638,1.23398464434005,0.236991540704182,0.40903183242715,-5.36666501469787
"CG1701",0.109181497002198,4.43342295763889,1.23376308289516,0.237071671947883,0.409123800304125,-6.5987571364948
"asRNA:CR46012",0.222524222835596,0.201377869335963,1.23262365689149,0.237484098324308,0.409784579617103,-5.69797721912377
"CG18659",-0.0850856016057532,7.18024964752401,-1.23252492156759,0.237519862933612,0.409784579617103,-6.69757239646401
"Prp39",-0.0697760790295093,5.68452306543219,-1.23248248840639,0.237535234667814,0.409784579617103,-6.68717522561071
"ND-49",-0.134830100772695,7.82345263677254,-1.23177406119828,0.237791982680456,0.410123274089837,-6.68012732315301
"ppk3",0.364391833874511,-1.37840294804216,1.23173527942524,0.237806044220669,0.410123274089837,-5.34297290029024
"drn",-0.0643834533876906,9.9574446464796,-1.23171804081406,0.237812294824927,0.410123274089837,-6.59712005753779
"Orai",-0.0729181140434588,5.9645489841402,-1.23108293432363,0.238042669678499,0.410474121509427,-6.69794561702591
"CR31958",-0.239540678655296,1.02225478754935,-1.23037966274595,0.238297973764883,0.410841283366873,-5.91377644386737
"asRNA:CR43465",-0.222534780808668,1.31332039943751,-1.23034789617184,0.238309510824354,0.410841283366873,-5.98942552245827
"CG42470",0.293444604830824,-0.581741358811113,1.23017421663604,0.238372595883442,0.410903558563925,-5.51920570876333
"Doc3-element{}619",-0.463004714724184,-1.85299163726276,-1.23001560035554,0.238430220961373,0.410914263878111,-5.23979345283473
"CG13999",0.0880726029301875,3.65012825599443,1.22997599631558,0.238444610752504,0.410914263878111,-6.50039630421264
"CG32295",0.0992866375405637,5.40103841078956,1.22983082365194,0.238497363806137,0.410914263878111,-6.67769081376479
"CycD",-0.104601168096513,2.62706966649121,-1.22979318791805,0.238511041421742,0.410914263878111,-6.30874658261917
"412{}12",-1.68223517251998,-3.57136646823195,-1.23865091194336,0.238550826573581,0.410914263878111,-4.90463154757758
"HMS-Beagle2{}265",-4.59860446592901,1.1293583416551,-1.25184173722654,0.238566829972165,0.410914263878111,-5.53549278794737
"CG9875",0.0861488461767591,5.92595126672066,1.22955078432938,0.238599150654866,0.410914263878111,-6.69940041556027
"CG1575",-0.155732915183497,1.77894047049692,-1.22948266086129,0.238623916854336,0.410914263878111,-6.11175676643857
"Nprl2",0.0830154778055623,3.4607330296668,1.22937753717619,0.238662138374692,0.410914263878111,-6.46922574074713
"CG4267",0.082124383386755,3.69297093899452,1.22933060502588,0.238679203800183,0.410914263878111,-6.50711917422115
"CG6565",-0.0651924577825883,6.53344653816974,-1.22919793435615,0.238727450542133,0.410914263878111,-6.70847799253031
"Naus",0.113513015300238,5.26376007973309,1.22919614137581,0.238728102625818,0.410914263878111,-6.66757599827261
"gce",-0.0968892928042407,6.20564462323706,-1.22919278404622,0.238729323646771,0.410914263878111,-6.70522975655618
"CG13887",-0.0589870687611993,7.26963930976659,-1.22864675911508,0.23892797134013,0.411209744011697,-6.69981120878336
"CG9135",0.128919599749521,3.03085176581419,1.2282950391608,0.239055997849225,0.411383627735116,-6.39465014234754
"lncRNA:CR46254",0.181620867589742,1.41624269067088,1.22801579193523,0.239157682328567,0.411496931195742,-6.02446853790124
"CG10904",-0.139883616011213,2.36742388574719,-1.22796593416768,0.239175840979782,0.411496931195742,-6.25444261986404
"Uch-L5",-0.0768981044664078,6.20714017096343,-1.22783911768729,0.239222033542614,0.411529945952075,-6.70736794900883
"Rpp20",-2.19656195098962,2.71427842795654,-1.24940997079476,0.239418512930433,0.411821460164763,-6.11892867551534
"Nup93-2",-0.0781959547848497,3.68778343550045,-1.22715979455397,0.239469593740869,0.411862838123332,-6.50900031121773
"CG17186",-0.166803510983531,1.83143165140543,-1.22698258218667,0.239534206670934,0.411889331494563,-6.12574958293806
"Trf4",-0.128507250442619,3.67645242938121,-1.22689920468071,0.239564611427546,0.411889331494563,-6.51051174031269
"CG15908",0.15572446391065,1.52185364566734,1.22689518216196,0.239566078370591,0.411889331494563,-6.05113449977328
"CG9389",0.112121459849683,8.9411617972665,1.22653806425466,0.239696341034126,0.412055692369697,-6.64406597422557
"Doc4{}4397",0.323518038299276,0.534470184988858,1.22647967097442,0.239717645878008,0.412055692369697,-5.78659888899744
"lncRNA:CR45120",-0.33394568662583,-0.282165286967046,-1.22640757631313,0.239743951721923,0.412055692369697,-5.57503530700732
"CG11360",0.0967729503194203,4.17057723749059,1.22631849632064,0.2397764582709,0.412065090668529,-6.57731654822787
"pre-mod(mdg4)-B",0.35777097439762,2.23365493556031,1.23352681925551,0.239975198136858,0.412330163164389,-6.21806425923492
"Jhbp11",0.136733680652958,3.2479732830781,1.22574775126916,0.239984812812869,0.412330163164389,-6.43545498572189
"spz5",-0.119584700174629,2.47362472461848,-1.22564839545194,0.240021097789289,0.412346018522012,-6.27460295211885
"CG17283",-0.488052648955129,-1.35021370535002,-1.22546681725039,0.240087421628947,0.412413469975784,-5.35785038371282
"CG13326",0.0961191462278301,5.39575794913895,1.22522253151944,0.240176672773726,0.412515329800125,-6.68300148303351
"ND-51L2",-0.102220088143132,4.07404489611713,-1.22515635435017,0.240200855422986,0.412515329800125,-6.56736538311399
"Obp44a",-0.109649042611443,9.55700283347773,-1.22497959456944,0.240265456794215,0.412553787063158,-6.62147655929885
"CG31804",0.113054666579472,4.89201907192444,1.22494694917586,0.24027738936828,0.412553787063158,-6.64926947101041
"ThrRS",-0.0691781586824928,5.48304017530429,-1.22481783847081,0.240324586559352,0.41258834056151,-6.6869186735805
"CG43922",-0.19324154982168,4.39778871497649,-1.22793896428511,0.240376429607386,0.412630861367039,-6.60170766772835
"CG31454",-0.294294384474679,-1.32718841307442,-1.22372497535006,0.240724378838314,0.413181612061708,-5.34981882318041
"CG3817",-0.151703139221121,2.07307405107934,-1.22354896055956,0.240788817193433,0.413235898270465,-6.18795696290695
"pippin",-0.156600166234313,3.96315882601914,-1.22349045989755,0.240810237043307,0.413235898270465,-6.55084680380593
"asRNA:CR44291",0.267921599364363,0.316158318326149,1.22323045930232,0.240905453486184,0.413345804073504,-5.74076901256527
"Hmg-2",0.100511555941795,2.78534950426878,1.22316746152158,0.240928528712922,0.413345804073504,-6.34667149883065
"CG5062",-0.111853267008132,5.59618370779552,-1.22271255360862,0.241095206403076,0.413574592436962,-6.69491222482634
"Cp110",-0.0690142911346332,5.58248596540973,-1.22263866232193,0.241122288559438,0.413574592436962,-6.6940532688198
"CG10834",-0.175430729826029,3.80944313055174,-1.22329472139497,0.241143295826434,0.413574592436962,-6.53330100397182
"CG12851",0.0936754252522808,4.39306048319296,1.2224622614975,0.241186951433188,0.413601545061145,-6.6080450497865
"Phb2",-0.0685908993016153,7.14091523610779,-1.22239042151386,0.241213289534348,0.413601545061145,-6.71012524725723
"wts",-0.113112269145995,6.0101426560627,-1.22221592540369,0.241277272937827,0.413615315596642,-6.70945784454165
"pr",-0.108660692346666,5.50931322969854,-1.22215390962795,0.241300015772131,0.413615315596642,-6.6909028341004
"lncRNA:CR44952",0.25303604622473,0.793063206044589,1.22207501292546,0.241328951705281,0.413615315596642,-5.87280904448075
"ey",0.139290444794946,2.44096249472372,1.22207247926071,0.241329880989852,0.413615315596642,-6.27745258255429
"CG43052",-0.112487578397239,3.72312227520274,-1.22192318421352,0.241384643584432,0.413662652448751,-6.52193067365718
"CG7011",-0.0894204672094277,3.90384598194853,-1.22141283284846,0.241571917582347,0.413937038897568,-6.54892737068627
"CG7251",0.0913308058973652,7.01756326953956,1.22125643872468,0.24162932922852,0.413988867615812,-6.71373804730753
"412{}47",1.69348535412953,-2.48893367186168,1.23424338820376,0.241731614379487,0.414110374433873,-5.06585613204211
"CG6610",0.177884420882985,1.75704994234942,1.22091530946073,0.241754593263659,0.414110374433873,-6.12018345026454
"CG31050",0.230137688688485,3.20088702972985,1.22290242277068,0.242230059956519,0.414838401273811,-6.43613089403556
"Lcp2",-0.868293468161483,-0.983590330857222,-1.22731713470332,0.242234050717562,0.414838401273811,-5.38801721453177
"betaTub60D",0.0740705472816381,6.89017179393149,1.21943214710144,0.242299804445589,0.414904384241661,-6.71816953594834
"dpr21",0.215454366369797,1.32036015079576,1.21914798430305,0.242404372004094,0.414992220092179,-6.00929527448389
"CG3704",-0.11113172961645,3.17021589054052,-1.21914475488748,0.242405560581403,0.414992220092179,-6.43409638605355
"CG45069",-0.914849944625832,3.26224576001513,-1.23972715356032,0.242545942105346,0.415185910107321,-6.39238285532987
"CG42578",0.32619196354549,-0.638550582933911,1.21865391705191,0.242586264809311,0.415208296910815,-5.49907234575054
"wds",-0.0839588774105218,4.06081963598659,-1.21857619789469,0.242614887089424,0.415210654603349,-6.57076682771269
"san",-0.0890611705751511,5.46204782565627,-1.21809649053997,0.242791611079484,0.415444295343632,-6.69317036791445
"heix",-0.0719273816429537,4.72875387054618,-1.21805764069002,0.242805927731347,0.415444295343632,-6.64345657496176
"rtv",0.170617480617504,2.05261290147148,1.21769075092756,0.242941163556128,0.415629022518566,-6.18812365913688
"wisp",0.190046068482194,0.576138739382398,1.21760371455026,0.242973253824196,0.415637264370945,-5.81125051531836
"RpL32",-0.115134175330411,10.0809240842162,-1.21700821932459,0.243192901081169,0.415953142378435,-6.60844253758053
"Cr1a{}1559",0.961709486558135,-2.11448490717948,1.2216671576096,0.243212496832955,0.415953142378435,-5.17705123429884
"Akh",-0.130483184314263,4.2351448871406,-1.21665452831571,0.243323432410777,0.416096174813761,-6.59274428801611
"CG33664",0.480925261787017,2.60342070941608,1.23093325521977,0.243351932197055,0.416098221326503,-6.28760486077337
"MESK4",1.08797385806167,1.01450934537326,1.23495613210747,0.243481520874783,0.416244161268367,-5.84023151653983
"Cad96Ca",-0.123595639481088,3.22253642726801,-1.21619823713161,0.243491909298392,0.416244161268367,-6.43849942315884
"invader2{}RR46358",0.225857829936728,0.852783157925914,1.21602844633171,0.243554624491427,0.416304674433529,-5.89221610342835
"CG2889",0.122641795229389,3.93271012898405,1.21587002575044,0.243613151221786,0.416358015545589,-6.55500408881418
"CG10417",0.0675836410202191,5.04278697435713,1.21554423715238,0.243733544579092,0.416517068780597,-6.67112267525977
"Cht12",-0.0976607039601449,6.37688375195561,-1.21529088517709,0.243827201355055,0.41659498528653,-6.72416304400897
"Ppa",-0.11149547188655,5.2175097329516,-1.21527301014346,0.243833810285817,0.41659498528653,-6.68270607261813
"CG1622",0.104069109646548,3.84159941730647,1.2150713473564,0.243908380654616,0.41667567774648,-6.545234726128
"CG14589",-0.101520087993741,5.81465055807224,-1.21444478462301,0.244140182579438,0.417024925186128,-6.71409393508562
"Act5C",-0.0944118013816235,10.5794857822564,-1.21391159511339,0.244337575131056,0.417180745469436,-6.59127938506762
"CG14502",0.169420387671051,2.70008308719703,1.21385714691866,0.244357739420956,0.417180745469436,-6.34693905205432
"CG17300",0.155388251981074,4.58667015976174,1.21431157163688,0.244361684455833,0.417180745469436,-6.63787012982257
"Noc3",-0.0685123190151253,3.98957443438358,-1.21376715491019,0.244391069805769,0.417180745469436,-6.56922681603904
"Dab",-0.0835411519758,5.94618366230424,-1.21372293529753,0.244407448739861,0.417180745469436,-6.71811313757104
"roo{}RR49033",0.419226301542648,-1.32611983464716,1.21369514624435,0.244417742234992,0.417180745469436,-5.35965844041301
"Trmt6",0.1852440688253,2.74563923011834,1.21362188518612,0.244444880878625,0.417180745469436,-6.35616432829772
"CG16952",0.0943919019046511,4.69157866190669,1.21360699393262,0.244450397443705,0.417180745469436,-6.64542360715554
"Cr1a{}1607",0.252600530917893,0.879226583966553,1.21351568876795,0.244484224171177,0.41718225996417,-5.90696744977733
"h-cup",0.123178802070794,6.24887794060061,1.21345682699537,0.244506033202098,0.41718225996417,-6.72471593485063
"Sec23",0.0601901408094467,6.83038136415785,1.21310158396752,0.24463768732245,0.417360165095056,-6.72635416989856
"Cr1a{}1703",-0.275915209733758,-0.2635823482093,-1.21291094140835,0.244708362722538,0.417434010285592,-5.60681714051887
"vilya",-0.248293205554483,0.345704118514404,-1.21262783694637,0.244813345050027,0.417566354623661,-5.75320318587201
"CG15922",0.141964229435374,3.03311886557035,1.21237715813996,0.24490633231749,0.4176782122335,-6.41798155491197
"wat",-0.101642489361158,6.33518803547053,-1.21169266084972,0.245160380732389,0.418039963559307,-6.72746603683368
"Spx",-0.0883680995641039,4.01450328300055,-1.21155398792409,0.245211873548148,0.418039963559307,-6.5715862590524
"CG32298",-0.135935427014824,4.93307008097292,-1.21151017979493,0.245228142375911,0.418039963559307,-6.66992756351821
"Myo95E",0.107450840677591,4.16661494039051,1.21147725328686,0.245240370696638,0.418039963559307,-6.59232949943915
"CG18213",-0.150826527805368,1.88777035739112,-1.21143625325235,0.245255598043554,0.418039963559307,-6.15711861801232
"lncRNA:CR13130",0.296166326023471,-1.00687449677953,1.21109111137852,0.245383812280131,0.418185255580932,-5.4351286363192
"Tsp39D",0.183177530507617,2.20991405644288,1.21104572391138,0.245400676809602,0.418185255580932,-6.24341408152212
"blot",-0.066826228532784,5.0549460978028,-1.21098522445721,0.245423157868495,0.418185255580932,-6.67588987681161
"lncRNA:CR45967",-0.277743725385159,-1.06331037947491,-1.21057012909836,0.245577446725512,0.418397258656776,-5.42678564768825
"CG6428",-0.0983241609841529,3.56542046335245,-1.21043165556908,0.245628933382522,0.418397258656776,-6.5094417397781
"Reps",0.0652556260121471,4.94266281874649,1.21042895068042,0.245629939186494,0.418397258656776,-6.66979569588629
"CG30270",-0.0874188807995983,5.29059541174143,-1.21025974575503,0.245692863836847,0.418457671532582,-6.69433725951667
"tal-2A",4.73496676739112,1.41027155710452,1.2313382327828,0.245825373557907,0.418636573139178,-5.6772338178797
"asRNA:PS4",0.366233921150086,-0.856106257152872,1.20968198801339,0.245907817139778,0.418683876632802,-5.48327744861983
"Wdr33",-0.0738079305717462,5.02096745392957,-1.20967215008147,0.245911478580515,0.418683876632802,-6.67562447931908
"CG5565",0.113471914914608,5.72779351953056,1.20960742572267,0.245935568478796,0.418683876632802,-6.71728194237282
"CG11454",0.0945428809268083,3.90201443019072,1.20942130462731,0.24600485149247,0.418715175680511,-6.5627642636436
"Nadk2",0.100114324957483,4.37150967778542,1.2094104217293,0.24600890308683,0.418715175680511,-6.61981357836827
"CG11370",0.578975879081106,-1.48925711515142,1.20911411260762,0.246119235911369,0.418856187078645,-5.33074151990371
"pyr",-0.121182571118531,4.73091192842606,-1.20897335643881,0.246171660926368,0.418898628016731,-6.65119865396706
"Muc11A",0.076522153912649,8.91813835706956,1.20840342805193,0.246384020841015,0.419213182719333,-6.66691739602948
"cad",0.0947143165753893,6.18456537019729,1.2080363742663,0.246520863243601,0.41933151835267,-6.72990822708078
"usp",-0.0897732511002743,5.13005056134545,-1.20801024225001,0.246530607844536,0.41933151835267,-6.6836964298646
"eIF3e",-0.0704720012329658,6.99914761773214,-1.20799547202736,0.246536115776898,0.41933151835267,-6.72996003680689
"bai",0.0710967257347512,6.23900804922709,1.20785087961742,0.24659004046516,0.419376433064282,-6.73141894419712
"CG30025",2.87405125513124,-2.30289071651351,1.22657876545934,0.246851780088529,0.419774729809102,-5.11258558045857
"Spps",0.114347277260624,4.14195572219238,1.20690491982249,0.24694305496437,0.419839373011923,-6.59233119191553
"comm2",0.106248130120636,4.47652166697962,1.20690000246013,0.246944891055044,0.419839373011923,-6.6327199603183
"CG10254",0.0780504197678681,8.08172092288878,1.20660728544896,0.247054207531761,0.419965855969299,-6.69981591245494
"CG6271",-0.491318022911402,1.4255603742351,-1.21639233736686,0.247074400565665,0.419965855969299,-6.02889517558904
"CG6310",-0.288861983476739,2.4925350662717,-1.21077441878714,0.247294842115327,0.420293676127756,-6.30244653289756
"lncRNA:CR45639",-0.432734692885008,0.173992298358884,-1.2070222503126,0.247338266178638,0.420320603987783,-5.70693042354941
"CG9308",-0.191329835982885,3.13232315047881,-1.20608423291625,0.247453986537108,0.420470370701921,-6.44468714074253
"CG17807",0.115384881924803,1.78867708672993,1.20499900084844,0.247655497881946,0.420765862622169,-6.14047174631837
"Vps16A",0.0805395896585177,3.69789535068765,1.20482215866136,0.247721683108282,0.420831395671632,-6.53779104990408
"CG3706",-0.121048331138185,3.08795979062628,-1.20464933476737,0.247786377679582,0.420894382059388,-6.43448674787561
"Hf",-0.131104525749427,4.38397128823914,-1.20455665943075,0.24782107498094,0.420906406186284,-6.6288086140526
"cid",-0.215911617228119,0.764301933724207,-1.2043438050403,0.247900781120932,0.420994863414642,-5.86906807675225
"EMC8-9",0.0692158601493845,5.11325548103613,1.20399673943258,0.248030787004383,0.421162701321842,-6.69032514689162
"asRNA:CR45343",0.295886640641878,1.76210909552295,1.20627212401321,0.248054882353337,0.421162701321842,-6.1410141617654
"Septin5",0.180783656431504,0.513860479538629,1.20353004439489,0.248205687612336,0.421371803410049,-5.8113204581981
"CG2938",-0.0682129476621544,4.07251786103163,-1.20340688482832,0.248251859335406,0.421380279444882,-6.589600402008
"CG30151",0.127057138593439,3.55305418245724,1.20336922363017,0.248265979602073,0.421380279444882,-6.51238930187017
"CG6280",0.198291842056546,0.600102637189342,1.20299664754921,0.248405702600256,0.421570479691303,-5.83297988427985
"INE-1{}6031",-1.5394193923089,0.813928536180808,-1.22244219276177,0.248718548291048,0.422031136088469,-5.87296432578958
"Tsen15",0.246573139247379,0.222456344437366,1.20212580063728,0.248732523907259,0.422031136088469,-5.73171088882356
"CG34112",-0.147368841227,2.10392884783397,-1.20184516938702,0.248837913257591,0.422162952025569,-6.22702358153529
"roo{}1010",0.507577292877259,0.223008972151473,1.20583383537157,0.248896485086312,0.42221531975906,-5.72423803283327
"Hr39",-0.0972761823449906,4.6812845724545,-1.20151719224107,0.248961126858741,0.42227797143319,-6.65738943481162
"lncRNA:CR43910",0.405381341077489,-1.37714644978069,1.2014100206381,0.24900139903962,0.422299279030026,-5.3560078345684
"CG14657",0.101779680112176,4.75362786425723,1.20090277030474,0.249192078343179,0.422549504155308,-6.66635442038922
"asRNA:CR42742",-0.268273743090712,0.963871248442315,-1.20080233675465,0.249229845481442,0.422549504155308,-5.94113277742793
"RpS3A",0.126185934102149,8.3311084382382,1.20079629132215,0.249232118953547,0.422549504155308,-6.69727069563338
"CG42851",0.185768785465657,3.68567386970822,1.20195994202845,0.249323808237428,0.422657935210056,-6.54349484166503
"CG9609",0.109227421652277,3.25450971467839,1.19941154173813,0.249753296811287,0.423338921521968,-6.47048406364967
"GV1",-0.139797825720178,4.7700924095902,-1.1990358730896,0.249894832353723,0.423531722094165,-6.66632340511641
"tacc",0.0665870929019265,8.15552832105543,1.19849997331191,0.250096843303262,0.423826964521485,-6.70724515119682
"Stalker4{}2413",0.565261126190452,-2.19537892149054,1.19842062303901,0.250126765637492,0.423830543508491,-5.22408365572475
"CG13177",-0.106441743475574,4.27646926229159,-1.19818319180604,0.250216315527179,0.423935147152218,-6.618671431289
"CG43178",-3.60848840173544,-1.61951589357709,-1.21850047336618,0.250257380422228,0.423957589777096,-5.20201334578274
"lncRNA:CR45032",-0.323708172847928,-1.12006137004479,-1.19775628569535,0.250377390350359,0.424113752244023,-5.41253586115781
"CG2811",-0.0987911485270759,3.49306724016272,-1.1974550869612,0.25049108305724,0.424259180461473,-6.51159033318894
"CG14605",-0.144902717019539,5.2330517100385,-1.19766096901262,0.250532578982603,0.424282309556048,-6.70489370705269
"CG13004",0.38722877989555,4.88038512497831,1.21298751490476,0.250623130792056,0.424388501474548,-6.65729395032136
"jim",0.0989386130191673,7.6377735896232,1.19672382816721,0.25076727541085,0.424542195834077,-6.72680668626816
"invader2{}6539",0.902567024783773,-0.176672322514849,1.21020327259571,0.250769609376533,0.424542195834077,-5.66237325141147
"CG10748",0.128638420835962,3.15401023706295,1.19640770038904,0.250886747914548,0.42466644717187,-6.45942788231731
"CG34194",0.196099429086607,1.06454752173344,1.19637599401821,0.250898732961648,0.42466644717187,-5.9662435061283
"CG13442",-0.0873693318468847,6.7585808013769,-1.19620516641466,0.250963313615724,0.424710953880177,-6.7465575633466
"HMS-Beagle2{}2814",0.793111955948597,4.0967875889005,1.21643898207132,0.25098076447801,0.424710953880177,-6.59319935222827
"AspRS",0.105295919211839,5.45842177217586,1.19535294579692,0.251285683826617,0.425179729268086,-6.72094655625198
"Jhbp2",0.288452645707579,2.09400719190546,1.1986483527194,0.25131902514243,0.425188936852868,-6.23188351769636
"I{}Sirt6-iso-1b",0.60829384543662,-0.564106818225534,1.19886117266552,0.251351854353956,0.425197276096603,-5.54235453629286
"CG6983",0.130500567033793,5.294531070031,1.19509624175061,0.2513828501202,0.425202512300981,-6.7117632875821
"Tmem63",-0.110275896610116,4.7579050900455,-1.19497995489003,0.25142687596965,0.425229784682884,-6.67191037588786
"Tep2",-0.110604647606228,6.50285836150691,-1.19490251539846,0.25145619762604,0.425232185066672,-6.74842127859488
"asRNA:CR44704",0.310573795892954,-0.295235108729271,1.19469687204736,0.251534075151336,0.425316687596401,-5.62059880447021
"CG13474",0.299957098655949,-0.264909317428951,1.19448712503643,0.251613525919586,0.425403831264088,-5.62727827496431
"Tsp74F",-0.146006349386699,4.34696948778505,-1.19425514881319,0.251701419524002,0.425486359004678,-6.63242264599557
"CG11686",0.229676020140054,2.63313472047768,1.19578547234817,0.251718176692007,0.425486359004678,-6.35029128028299
"S{}rdx[S1357]",-0.485159659624131,-0.255820692832401,-1.19513998945125,0.251807221848682,0.425589670730167,-5.60725117995778
"CG18343",-0.141821357801024,4.1013831049319,-1.19343408070787,0.252012704876436,0.425856957423554,-6.6102295563082
"CG32640",0.682944807511963,0.856005492511274,1.20603954878437,0.252021253215422,0.425856957423554,-5.8785631581297
"Nup50",0.0723218701898141,4.5710184766883,1.19294452333819,0.252198448384699,0.42610033521193,-6.65946633402707
"Adgf-A2",0.115747509829757,6.14250731100592,1.19288457064996,0.252221202358715,0.42610033521193,-6.74736789711477
"CG14410",0.227626233534798,0.130225838641995,1.19262141171145,0.252321098376676,0.426101559706151,-5.7298636259028
"mRpL34",0.404618081478486,0.181896223170346,1.19330478813794,0.252365042166142,0.426101559706151,-5.7390645820221
"dco",0.0643235641607608,6.20973174918063,1.19250499753576,0.252365299325607,0.426101559706151,-6.74869310991444
"Elys",-0.0716737039221542,6.29961563700705,-1.19242379875748,0.252396132981848,0.426101559706151,-6.74992852050527
"loh",0.119801748658008,2.56987313791641,1.1924050088395,0.25240326850164,0.426101559706151,-6.34160324733976
"fy",0.178092114324304,1.27445883833254,1.19233089071972,0.25243141656621,0.426101559706151,-6.0301555130532
"bgcn",0.0906930065479044,5.59672921675794,1.19230381202492,0.252441700928673,0.426101559706151,-6.73079586338427
"stai",-0.067357705984433,6.50628758478688,-1.19227838895285,0.25245135678747,0.426101559706151,-6.75158331931267
"lncRNA:CR43356",-0.161201562421404,1.45396331166112,-1.19221992744978,0.252473561951873,0.426101559706151,-6.07177749638044
"CG11791",-0.0832929975717423,7.04480874678059,-1.19205277242836,0.252537059988156,0.426161531859096,-6.7481389800052
"ninaA",0.178766647709746,3.92913288009975,1.19233418348898,0.252972234318213,0.426848632751281,-6.59050253623933
"ASPP",-0.121082039734584,5.29998014593793,-1.19047764017648,0.253136018565796,0.427077706514195,-6.71490605976518
"CG3345",-0.0879584884203276,7.72162019081479,-1.19037155387292,0.253176398192385,0.42708311087655,-6.73103272958015
"CdGAPr",0.0584270079804796,6.88321859607436,1.19032197927295,0.253195269473073,0.42708311087655,-6.75217855325309
"lncRNA:CR46259",0.298460552969122,-0.0492999924712292,1.1902337133398,0.253228871847052,0.427092519582677,-5.68247049043442
"mab-21",-0.161068371824874,1.97419079158186,-1.19009065950713,0.253283338984452,0.427137112550962,-6.2047150578541
"Cpn",0.313051146503314,5.90350124576808,1.20369724315403,0.253333283302543,0.427174069211193,-6.72583947358971
"hiw",-0.069452560539964,6.44279639833389,-1.18973961165201,0.253417037226586,0.427268021610043,-6.75416977271882
"CG34205",0.300260546661443,0.0362860126173464,1.18942070298572,0.253538542247941,0.427425595559582,-5.68530340161665
"pot",0.119459945370759,5.56447406950211,1.1891246192319,0.253651391102098,0.42756854334653,-6.73190792208356
"CG31126",0.0848858490373459,4.7759777616283,1.18863269498959,0.253838967822654,0.42780477181946,-6.68077651610856
"Spt-I",-0.120452548759404,4.46052623666134,-1.18860986967585,0.253847673987098,0.42780477181946,-6.6539680463774
"Spn75F",0.118630487263521,5.98666935016788,1.18833104822057,0.253954042262727,0.427936709872176,-6.74963323086725
"wcy",-0.102144386302588,5.90179750234365,-1.18774494586756,0.254177747807858,0.428211918122977,-6.74664689856297
"BckdhB",0.0984794200278827,5.66054545427634,1.18771048983549,0.254190903825534,0.428211918122977,-6.7394591024162
"CG31365",0.0783053579313795,3.21737896025378,1.18768233300273,0.25420165506946,0.428211918122977,-6.47419990774022
"CG4558",0.0956135988743238,3.42791540113671,1.18755895222699,0.254248770208364,0.428243949820455,-6.51387390390181
"CG11980",0.107962282763533,3.44131288739672,1.18735795619626,0.254325538510451,0.428279075820952,-6.51689624300649
