"","logFC","AveExpr","t","P.Value","adj.P.Val","B","geneid"
"CG15643",0.303453310881399,1.33633223617996,3.13156512171552,0.00728666263433139,0.028934012127986,-2.80160018629539,"CG15643"
"CG14861",-0.237987502362848,5.62863957257145,-3.1314069420023,0.00728896237464659,0.0289356047381125,-3.49006426323688,"CG14861"
"plx",-0.360119519766399,6.62765690281056,-3.17426906727726,0.00729734684344932,0.0289613452849395,-3.47800382692776,"plx"
"CheB98a",0.853866351848932,-1.05366098421849,3.13000697442896,0.00730934761520914,0.0290014208945033,-2.36292853934297,"CheB98a"
"lncRNA:CR44219",0.398261281562177,1.94877807311545,3.12940163486154,0.00731817960758011,0.0290289060956587,-2.94454144858328,"lncRNA:CR44219"
"Arp3",-0.200215141827197,4.96720211661987,-3.12903313907347,0.00732356119830068,0.0290384211776975,-3.45299939344556,"Arp3"
"lncRNA:CR44397",0.70280776591198,0.207534174361069,3.12886378742013,0.00732603576246641,0.0290384211776975,-2.56901049537746,"lncRNA:CR44397"
"CG32006",-0.234932993035526,3.83617993717681,-3.12884445387062,0.00732631831679267,0.0290384211776975,-3.32555385309738,"CG32006"
"CG5888",-0.369897634974495,2.03468377199243,-3.12871572077039,0.00732819999011972,0.0290384211776975,-2.97058208002957,"CG5888"
"eya",0.165430353937883,4.38963639778208,3.12791679635041,0.00733988847992487,0.0290740716254136,-3.39735385513127,"eya"
"CG11384",-0.963622600452739,-0.747725834125059,-3.12784004749049,0.00734101231066874,0.0290740716254136,-2.39363526034335,"CG11384"
"Cyp304a1",0.878346726915989,-0.92229844195205,3.12750509263797,0.00734591904087999,0.0290859460075373,-2.36849017263406,"Cyp304a1"
"CG13526",0.190395580378913,3.92293528739453,3.12710363592717,0.00735180423898476,0.0291016874291241,-3.34321274867386,"CG13526"
"rsh",0.469372929385569,4.05978147132269,3.19427590570733,0.00736425645159689,0.0291431671668722,-3.31197431873801,"rsh"
"CG13679",0.399748560436884,2.93949583567934,3.12612926419639,0.00736610760674486,0.0291431671668722,-3.15834534023205,"CG13679"
"Doc{}966",0.784363131829746,-0.842223146346513,3.12555747165689,0.00737451413060218,0.0291688542305677,-2.38809031325292,"Doc{}966"
"Rim2",-0.248619058278508,6.81091338186211,-3.12452065018588,0.00738978181520258,0.0292216592796283,-3.52234272459844,"Rim2"
"Vps52",-0.173645761088756,4.5923329367568,-3.12408662784847,0.00739618230447613,0.0292393821842325,-3.42766034663901,"Vps52"
"CG18870",-0.246721531683456,3.11753228446685,-3.12246397324313,0.00742016019450819,0.029326566743855,-3.21167948554437,"CG18870"
"lncRNA:CR45554",-1.00726770833953,-1.97990616045979,-3.12215954065865,0.00742466736233724,0.0293367722587554,-2.29361580182234,"lncRNA:CR45554"
"Adss",-0.16351275818624,6.85074904608373,-3.12176002543032,0.00743058636244344,0.0293525495499321,-3.52732964934187,"Adss"
"lncRNA:CR44073",0.384918843755133,2.45090906061617,3.12052047423866,0.00744898067985592,0.0294175863075937,-3.07469119627906,"lncRNA:CR44073"
"Es2",-0.167683485880601,4.91084886307098,-3.12004461055102,0.00745605424814974,0.0294378929382907,-3.46283855269791,"Es2"
"asRNA:CR45007",0.608209993231994,0.0825701879944097,3.11990496256495,0.00745813133681217,0.0294384671258786,-2.54994983271855,"asRNA:CR45007"
"CG3702",0.151834789013476,7.15262327470826,3.11924852451224,0.00746790272078051,0.0294694037971763,-3.52669395755521,"CG3702"
"CG15812",0.185154935941916,3.51440284934298,3.11881047085118,0.00747443041398214,0.0294875277010323,-3.28901786678612,"CG15812"
"Adi1",-0.223959502145887,5.27570449941398,-3.11865430653495,0.00747675887748345,0.0294890800447329,-3.49672182174122,"Adi1"
"lncRNA:CR45113",0.350969791126587,5.5500572086653,3.15013078917154,0.007484596495563,0.0295123546163985,-3.48596173295231,"lncRNA:CR45113"
"qvr",0.346490719760496,6.93760554095462,3.15313648344807,0.0074901141330771,0.0295264716472051,-3.50776476921455,"qvr"
"Rfx",0.173891193594238,4.4042101446289,3.11743599729697,0.00749494899898805,0.0295378905468264,-3.41813266312888,"Rfx"
"Mtmr6",0.198888123171664,5.31535395747218,3.11711739708061,0.00749971313446588,0.029549024862787,-3.50033389036908,"Mtmr6"
"CG17508",-0.218947676799525,6.664555056617,-3.11695239837582,0.00750218159538324,0.0295511107556579,-3.53695036734352,"CG17508"
"sisA",0.564331937203492,0.0633648429119534,3.1164654621662,0.00750947109612137,0.0295721807506175,-2.56798145194561,"sisA"
"lncRNA:CR45702",0.717680041675906,-0.610767162462885,3.11627922449469,0.00751226095558613,0.0295755249194349,-2.43932370643121,"lncRNA:CR45702"
"MED30",0.224603997334269,4.37224013460446,3.1154354478082,0.00752491369867333,0.0296176871817618,-3.4169077234319,"MED30"
"glec",-0.231991126058306,5.57816599486415,-3.11524080330063,0.00752783546311741,0.0296189374870339,-3.51682733813728,"glec"
"Su(H)",0.222162166830407,3.78350762994073,3.11515536180539,0.00752911836120534,0.0296189374870339,-3.33689863788888,"Su(H)"
"be",-0.196169705612546,4.51929259942108,-3.11372480220611,0.00755063034157081,0.0296887912673283,-3.4350970809819,"be"
"Hil",-0.246019012224057,4.28865842207086,-3.11371544023631,0.00755077132232052,0.0296887912673283,-3.40724639552603,"Hil"
"Mitf",-0.160953786759451,5.31583032536309,-3.11274910610571,0.00756533727511078,0.0297383905268734,-3.50980446268522,"Mitf"
"CG12310",0.399750427626692,1.75910975185883,3.11238715742266,0.0075708002453081,0.0297521907525775,-2.95038450536663,"CG12310"
"p47",0.158929269868556,6.6752000478969,3.11213413448517,0.00757462149796311,0.0297595338048357,-3.54759271694209,"p47"
"CG7806",-0.175404124868729,5.06501838119538,-3.11125441215984,0.00758792230051839,0.0298041071803867,-3.49504900407263,"CG7806"
"CG2003",0.243569879850871,2.57136486701956,3.11111274778936,0.00759006633278864,0.0298048469239111,-3.12879177035794,"CG2003"
"Rt1b{}1218",2.10850481917705,-2.25485169026407,3.15012584587989,0.00759445665390108,0.0298073687447621,-2.28470785123048,"Rt1b{}1218"
"Cyp313a3",0.803961655236537,-1.02255941430833,3.11081198374257,0.00759462026482358,0.0298073687447621,-2.41153412228448,"Cyp313a3"
"Mst84Db",0.312213430373284,8.34697321043732,3.1127494694219,0.00760563941053249,0.0298429311577021,-3.5015629157042,"Mst84Db"
"CG13300",0.516438611945297,1.84776264095058,3.10961198969238,0.00761281660640032,0.0298634041393928,-2.96778549943037,"CG13300"
"garz",-0.176970071282113,7.28701117595779,-3.10806654812434,0.00763631489174156,0.0299478741508341,-3.54588394528768,"garz"
"lncRNA:CR46115",0.556782134826399,0.28493707235026,3.10782467634998,0.00763999902898763,0.0299546141501856,-2.60932053117595,"lncRNA:CR46115"
"Schip1",0.435672632344788,3.05609316366469,3.11595026499869,0.00765161116393893,0.0299924264759335,-3.22291174338036,"Schip1"
"lncRNA:TS27",-0.615092916444973,-0.0762102877869771,-3.10634692370818,0.00766254612386299,0.0300275656795248,-2.54148161687459,"lncRNA:TS27"
"cass",0.154854131515745,6.40122526472233,3.10519156886449,0.00768022010060756,0.0300850164080219,-3.56104174309104,"cass"
"LManV",-0.46987790375272,6.01701957538166,-3.21349616242986,0.00768115477976464,0.0300850164080219,-3.47221145636631,"LManV"
"CG3640",-0.287846511349742,5.44466013959163,-3.10483577154257,0.00768567102314779,0.0300949708100648,-3.53517289026952,"CG3640"
"Cyp6a18",0.145084481741431,6.00976015108838,3.10458339785097,0.00768953978865522,0.0301023854043426,-3.55658507414172,"Cyp6a18"
"asRNA:CR44690",0.255183048347397,3.26260285015833,3.10431409227344,0.00769367024036613,0.030110820355208,-3.27250905819197,"asRNA:CR44690"
"TyrR",0.226358265894121,3.20489003968097,3.10302095395322,0.00771353428941814,0.030176673264313,-3.26203838896806,"TyrR"
"Pur-alpha",0.272974598737118,5.2588205188315,3.10296099032518,0.0077144566297745,0.030176673264313,-3.52606467783396,"Pur-alpha"
"Tsen34",0.47512393823304,1.04271049211426,3.10212978552674,0.00772725320614366,0.0302189732772978,-2.81009774001527,"Tsen34"
"CG5355",-0.168401797984654,6.54136072123279,-3.10186938834206,0.00773126640220882,0.030223469648595,-3.56790411427126,"CG5355"
"inaF-D",1.70460756937022,0.591773206888374,3.27599069395958,0.00773332632909621,0.030223469648595,-2.5372228962645,"inaF-D"
"CG10919",-0.195570524869259,5.7713196876342,-3.10158624060047,0.00773563256993045,0.030223469648595,-3.55496767729742,"CG10919"
"CG14695",0.805142999003698,-1.24294575786122,3.10154066125844,0.00773633563642842,0.030223469648595,-2.37662322330938,"CG14695"
"sano",-0.23227535405224,5.1447346797607,-3.10093672927524,0.00774565733561942,0.0302521316747411,-3.51791556247559,"sano"
"Doc{}1674",0.985390970954347,-1.01216573455755,3.10047683596669,0.00775276325972456,0.0302721271017684,-2.4170740491175,"Doc{}1674"
"lncRNA:CR44204",-0.587592438269463,0.183055893513099,-3.09955516955016,0.00776702360402638,0.0303113739293053,-2.62038927315215,"lncRNA:CR44204"
"Cyt-b5",-0.161664693906064,8.4106803650112,-3.09949656760727,0.00776793119204579,0.0303113739293053,-3.52364692927369,"Cyt-b5"
"CG34460",-0.308375556866711,3.47584508236518,-3.0994416851224,0.00776878127085739,0.0303113739293053,-3.33425204347442,"CG34460"
"CG17190",-0.576307237091623,2.1732309915649,-3.1229652969743,0.0077781971763981,0.0303403442457914,-3.03138588973058,"CG17190"
"ksh",0.228455552349722,3.56267771506088,3.09782955271804,0.00779379286955728,0.030393399010249,-3.33530799501938,"ksh"
"CG15615",-0.951571220784249,-1.50304804657038,-3.09706720035514,0.00780564823475806,0.0304318442306761,-2.36473141267653,"CG15615"
"nero",0.200817049042049,4.66736714236527,3.09676350238807,0.00781037602625718,0.0304424886547722,-3.49361155173065,"nero"
"CG33939",0.510258289224065,1.56754716690484,3.09630920866559,0.00781745350058019,0.0304622836483871,-2.94013875218089,"CG33939"
"Sirup",0.191586789431824,5.67057426521026,3.09596317423957,0.0078228486583362,0.0304755147119232,-3.56231109578326,"Sirup"
"Sh",0.288323193571678,7.78482035760444,3.09454439967477,0.00784500792082187,0.0305540303381869,-3.55615946066518,"Sh"
"mspo",0.204809549842761,4.62468552955434,3.09369711250066,0.00785827099869368,0.0305901499376265,-3.490001908501,"mspo"
"CG34425",-0.177463406373078,6.23104236449309,-3.09369549169006,0.0078582963914572,0.0305901499376265,-3.58171524984235,"CG34425"
"CG1360",0.386540466279992,1.82809231525057,3.09340199785007,0.00786289581344033,0.0306002380482203,-2.98870721798937,"CG1360"
"CG14082",0.430388103491178,1.75474985552419,3.09324353153664,0.00786538029076879,0.0306012980765189,-2.99662868603547,"CG14082"
"Scsalpha1",-0.240437222661832,8.37386796550265,-3.09312851028738,0.00786718411179796,0.0306012980765189,-3.539279762905,"Scsalpha1"
"CG10654",0.398929714380469,2.58239571460511,3.09262644771352,0.00787506250872441,0.0306204658722623,-3.16283719069993,"CG10654"
"CG30050",0.859351572353909,-1.39231296701114,3.09255843754527,0.00787613032934831,0.0306204658722623,-2.3845365089172,"CG30050"
"ACXC",-0.220752855567023,6.24516048400143,-3.09125411320408,0.00789663716484403,0.0306923617424695,-3.58671363477087,"ACXC"
"Loxl2",0.402470274106739,2.8641266146747,3.09088936514071,0.00790238125998638,0.0307068562983663,-3.221147883947,"Loxl2"
"Zip71B",0.233726379278804,4.43413676746311,3.0904480210367,0.00790933713224512,0.0307260509547325,-3.47798892590039,"Zip71B"
"Adf1",-0.201863554524227,4.34270746827179,-3.09025083946944,0.00791244680258673,0.0307274227024748,-3.46423225147149,"Adf1"
"Pif1",0.638843768429371,0.230806867205946,3.09016995743723,0.00791372271044709,0.0307274227024748,-2.62912207127214,"Pif1"
"thetaTry",-0.231686335724998,6.03466966152874,-3.09003029716126,0.00791592632034501,0.0307281500565609,-3.58498035016505,"thetaTry"
"Tim17a2",-0.30794908624912,3.52461471077465,-3.08989735284551,0.00791802452802446,0.0307284679926389,-3.35463836295446,"Tim17a2"
"CG8172",-0.81017623798022,-0.932321910588672,-3.08963004346148,0.00792224503397561,0.0307370199383371,-2.42733744869781,"CG8172"
"ZnT49B",-0.180090418143381,4.78798630666244,-3.08899787936678,0.00793223504118675,0.0307679465583319,-3.51504834543866,"ZnT49B"
"put",-0.201835556067044,5.32369424883908,-3.08859038120178,0.00793868129425487,0.0307851152479502,-3.55579762748287,"put"
"lncRNA:CR9284",0.263013286699375,9.4426371633619,3.08834415920641,0.00794257881822053,0.0307923940955688,-3.50269724979334,"lncRNA:CR9284"
"CG34136",0.265850430351288,2.68328876127035,3.08794566882902,0.00794889066121091,0.0308031729892438,-3.20315825282673,"CG34136"
"l(3)L1231",-0.183609449339272,6.97963950687569,-3.08791342926654,0.00794940153324775,0.0308031729892438,-3.59201906907191,"l(3)L1231"
"how",-0.21228275107672,6.95912743235386,-3.08752013337258,0.00795563636646308,0.0308194962442546,-3.59327931818231,"how"
"TwdlH",2.72297164490029,-2.81228909828511,3.14929239119461,0.00796016652835382,0.0308281279524661,-2.3348693819999,"TwdlH"
"CG7492",-0.149806983559657,5.48983519061252,-3.08712468460759,0.00796191021134557,0.0308281279524661,-3.57070884114467,"CG7492"
"lncRNA:CR45280",0.677502376476388,-0.355555471241706,3.08697533850018,0.00796428088074331,0.0308294743770709,-2.53210414814489,"lncRNA:CR45280"
"mRpL28",0.206720477214031,5.34769460438892,3.08660843024543,0.00797010802647944,0.0308441966286304,-3.56520651195963,"mRpL28"
"Galphao",0.335164446943177,6.61795077926258,3.11570452500589,0.00797762388096868,0.0308654450230929,-3.57625888512362,"Galphao"
"SmydA-8",0.468533230855895,4.36087393634246,3.16419874434567,0.00798970568482518,0.0309022564237605,-3.42341510621764,"SmydA-8"
"Smyd4-2",0.401545942711936,1.05522561586678,3.08528297731573,0.00799119373792914,0.0309022564237605,-2.82718909580564,"Smyd4-2"
"CG5250",-0.30855568382775,2.48442662795678,-3.0850781544692,0.00799445704663414,0.0309070333309752,-3.16038033950689,"CG5250"
"BomS3",0.630261001394524,9.69456136101067,3.24357657616945,0.00800214928136256,0.0309289259568768,-3.38606235008027,"BomS3"
"mRpL19",0.280250354230912,3.28235172328401,3.08372830203718,0.00801599639360265,0.0309745905270042,-3.32563690842032,"mRpL19"
"l(2)37Bb",0.157937863368128,4.34182732285627,3.08320711312977,0.00802432827746626,0.0309876955464655,-3.48234679053076,"l(2)37Bb"
"lncRNA:CR43419",0.413840002793889,1.27652393227302,3.08316928077854,0.00802493341061009,0.0309876955464655,-2.88174627902348,"lncRNA:CR43419"
"copia{}RR48532",-3.05084033455743,-1.60488251298869,-3.24839474107629,0.00802792459948317,0.0309876955464655,-2.28925779358338,"copia{}RR48532"
"lncRNA:CR43761",-0.638067135292266,0.159724029067546,-3.08295934998991,0.00802829210068649,0.0309876955464655,-2.62587082648059,"lncRNA:CR43761"
"lncRNA:CR43904",0.472959087193754,0.16829435995409,3.08288047131382,0.00802955444310973,0.0309876955464655,-2.62270984434084,"lncRNA:CR43904"
"SPE",-0.248645279200692,5.50872513258562,-3.08261070093689,0.00803387322473987,0.0309965134038065,-3.58051859526132,"SPE"
"FarO",-0.206056439159346,4.37470341459919,-3.08243577971802,0.00803667478555032,0.030997411209176,-3.48690665116959,"FarO"
"CG42287",0.43258640244057,1.23641153467016,3.08234220887328,0.00803817382537164,0.030997411209176,-2.90387399835399,"CG42287"
"Ubx",0.270184295696202,3.835721297567,3.08162190469261,0.00804972263893273,0.0310340938571553,-3.4176902966302,"Ubx"
"Khc",-0.222665447639238,6.54127226705808,-3.08112950572243,0.00805762684457613,0.0310567104479869,-3.60839709340315,"Khc"
"sut2",-0.599280595194081,0.682016216074297,-3.07964070965947,0.00808157242661646,0.0311350119294655,-2.7669294925514,"sut2"
"Xpd",0.236710939924168,2.89535891098651,3.07961242520234,0.00808202803103448,0.0311350119294655,-3.25890098262321,"Xpd"
"CG4892",-0.342979470937059,3.16891259843543,-3.0794216291725,0.00808510202694055,0.0311389827876103,-3.31506247985306,"CG4892"
"CG2157",-0.333126876237837,2.40186626190286,-3.07909963660989,0.00809029241117627,0.0311511006433366,-3.15048313725156,"CG2157"
"pll",0.200590314889677,3.70205155388505,3.07831575275189,0.00810294208256956,0.0311919265820561,-3.39645259698035,"pll"
"AttB",-0.85197063805224,1.99877748997026,-3.18910806507961,0.00810502898986193,0.0311920812640141,-2.97928120831642,"AttB"
"CG31697",0.181957136342214,5.24916031122839,3.07763494053075,0.00811394435479937,0.031218508449165,-3.57641442702494,"CG31697"
"asRNA:CR44065",0.534012747801248,0.412421817485782,3.07621467553368,0.00813694418675051,0.0312990987900247,-2.68631641376253,"asRNA:CR44065"
"CG13563",0.6338639252053,0.317034140268821,3.07604359790859,0.00813971897641665,0.0313018716125637,-2.67270313932835,"CG13563"
"CG30172",0.385490026192868,2.52833192985842,3.0746535182667,0.00816230009313581,0.0313666070573721,-3.19597694975873,"CG30172"
"CG32110",-0.34388981043097,3.22672033391314,-3.07460472558898,0.00816309383006843,0.0313666070573721,-3.33741379703266,"CG32110"
"CG1504",0.47538040299143,0.265244158387984,3.07455133480871,0.00816396245436378,0.0313666070573721,-2.67150510982447,"CG1504"
"CG5056",-0.204660735606602,4.25747072632088,-3.07450075407006,0.0081647854459708,0.0313666070573721,-3.49054188728565,"CG5056"
"Septin2",0.17116111474369,4.65847107288078,3.07362061597329,0.00817911919390491,0.0314137541620743,-3.532228740919,"Septin2"
"CG15312",0.252049061195514,4.21509506820667,3.07291602913172,0.0081906118974568,0.0314499685858507,-3.4788931953545,"CG15312"
"CG15611",0.188673547264585,4.78970500981026,3.07262047674875,0.00819543748795113,0.0314605711124371,-3.55051897841004,"CG15611"
"Polr1H",0.414485127745231,1.05236724465505,3.07242941578619,0.00819855850660326,0.0314646264519349,-2.86055716924046,"Polr1H"
"CG11127",0.19799036351752,3.73528206268866,3.07215291267258,0.00820307732280541,0.0314740429001899,-3.41897110381977,"CG11127"
"CG31809",-0.317047732740735,2.30482193286664,-3.07157737390124,0.00821249110516663,0.0315022311710897,-3.15029055807669,"CG31809"
"CG33177",0.619693803808896,0.371700102781768,3.07136181414215,0.00821601965316325,0.0315078358113256,-2.68225646720607,"CG33177"
"CG32262",0.22298052071328,5.25900622061326,3.07045859494602,0.00823082098030078,0.0315566570414551,-3.59242630516256,"CG32262"
"CG18530",-0.333354782976383,1.4918859116977,-3.06976777956152,0.00824215938818256,0.0315921803510821,-2.95899514986031,"CG18530"
"CG1620",-0.165460015730171,4.77478934751602,-3.06939844501552,0.00824822764486897,0.0315957071756349,-3.55061907370982,"CG1620"
"Dbp73D",-0.256136610041789,2.26334147545215,-3.06936829862946,0.00824872315246173,0.0315957071756349,-3.1383274256274,"Dbp73D"
"lncRNA:CR45622",-0.350893565621629,2.85581033303349,-3.06921761772989,0.00825120029325413,0.0315957071756349,-3.24704887632768,"lncRNA:CR45622"
"Ir25a",0.426320352009627,0.880885821019801,3.06920715364837,0.00825137234639285,0.0315957071756349,-2.83044447086366,"Ir25a"
"CG3847",0.220702559817059,4.28374856735455,3.06905856944872,0.00825381578942523,0.0315971244990808,-3.49740708122268,"CG3847"
"CG9368",0.658167504535455,2.50901862701966,3.14658831484883,0.00826442421003018,0.0316297902965494,-3.13539410236919,"CG9368"
"DIP2",0.189259785037196,5.81104411531552,3.06809270162202,0.00826971679286438,0.0316365963096576,-3.62192186835852,"DIP2"
"Serinc",0.178806717240279,6.5514311945207,3.06805401546615,0.00827035431087112,0.0316365963096576,-3.63448331631938,"Serinc"
"wac",0.29045132910926,3.70783573050713,3.06786057161611,0.00827354284591998,0.0316408514358395,-3.41705301511548,"wac"
"CG31559",-0.490797459378253,-0.00281710587783202,-3.06768620481261,0.00827641797634808,0.0316439061614513,-2.6351992217714,"CG31559"
"CG5282",0.496948097900183,1.47821876853113,3.06670939029884,0.00829254294113184,0.0316976058246424,-2.96869946525459,"CG5282"
"Zw",0.169095807867207,7.11909076885651,3.06621669314827,0.00830068802946617,0.0317207837434966,-3.63193005246474,"Zw"
"Oatp33Eb",-0.317496388135848,5.1462118845419,-3.07173470105125,0.00830548518915298,0.0317311592586341,-3.57954714655232,"Oatp33Eb"
"CG17377",0.222571765515814,8.27987586361468,3.06574972045773,0.00830841515673898,0.0317343977415293,-3.5932851259193,"CG17377"
"CG2444",-0.390696539640915,1.95860138896368,-3.06541105821523,0.00831402354716224,0.0317478624050996,-3.07964941005374,"CG2444"
"CG32544",0.457080629377311,2.30691861670051,3.06485298159494,0.00832327370567657,0.031775223265158,-3.16394771298349,"CG32544"
"phr6-4",-0.360756235239652,1.81221978478869,-3.06428687862107,0.00833266730437792,0.0318031168671601,-3.05475675707171,"phr6-4"
"CG11123",0.306962915160426,2.49865319380494,3.06416121878008,0.00833475385613107,0.0318031168671601,-3.20605870839044,"CG11123"
"GILT2",0.312036237617769,4.414459947872,3.06386567884071,0.00833966326419281,0.0318138843920647,-3.52917536970516,"GILT2"
"CG32772",0.150744351117307,5.07504476601274,3.06348957562141,0.00834591509897987,0.0318297662934067,-3.5893612644511,"CG32772"
"polo",-0.194007732439638,6.17583979940358,-3.06331683387132,0.00834878807942229,0.0318309381046319,-3.64075993831317,"polo"
"GstE14",0.609814860443333,1.33747612377944,3.06321996228982,0.00835039964188442,0.0318309381046319,-2.93098133418387,"GstE14"
"CG10809",-0.184331651012039,5.53143538044726,-3.06274087044326,0.00835837437336042,0.0318533697049294,-3.61869897056079,"CG10809"
"Lcp65Ag3",-1.36845134250863,-1.4699713458525,-3.06311290142267,0.00836079695864566,0.03185463641244,-2.42721438188926,"Lcp65Ag3"
"lncRNA:CR43306",-0.435555066578512,2.06332055292901,-3.06221048669274,0.00836721167260341,0.0318711086954451,-3.11309949997727,"lncRNA:CR43306"
"lncRNA:CR44315",-0.528513437587687,0.241548877346802,-3.06123379246282,0.0083835096242986,0.0319173997226787,-2.70195271516571,"lncRNA:CR44315"
"Cnx99A",0.141077244008305,8.21814775479413,3.06116137153271,0.00838471935144162,0.0319173997226787,-3.60758962118191,"Cnx99A"
"Rt1b{}161",0.444552338074892,0.557898249206732,3.06110581213878,0.00838564753868803,0.0319173997226787,-2.77780184562304,"Rt1b{}161"
"CRMP",0.209953250513103,4.1949688718124,3.06052026900745,0.00839543593113667,0.0319466775506924,-3.50768464176936,"CRMP"
"lncRNA:CR43983",-0.543067576354929,0.780952722607744,-3.06027022657098,0.00839961927696905,0.0319546175189736,-2.80529143761284,"lncRNA:CR43983"
"CG3690",-0.23093340221801,4.65687192712604,-3.05751062636616,0.00844592605900902,0.032122763448789,-3.56814473569649,"CG3690"
"CG31949",-0.262884056905557,5.14666340713569,-3.05713730565978,0.00845220983210959,0.0321386421759856,-3.60963704510721,"CG31949"
"Arp10",0.210776176823113,3.48784874450884,3.05693933502681,0.00845554397037123,0.0321433001018851,-3.40918514589786,"Arp10"
"clu",-0.170744161729541,7.07264121398632,-3.05643230458211,0.00846408909716707,0.0321677600600564,-3.6525571759499,"clu"
"CkIIalpha",-0.155062577691631,6.24391180113969,-3.05583801805171,0.00847411564747516,0.032197836566323,-3.65610011681727,"CkIIalpha"
"Drep2",0.524097241399053,3.58783424456136,3.13158359251232,0.00848935340292453,0.0322428299316018,-3.36641156699359,"Drep2"
"mex1",-0.32136793061221,4.3497009541616,-3.05488679407414,0.00849018874773741,0.0322428299316018,-3.53802338390515,"mex1"
"Rbbp5",0.197668139577659,4.11908787722299,3.05440126288252,0.00849840452345507,0.0322659902684243,-3.5128670339003,"Rbbp5"
"Creld",-0.172771250340014,3.92952514567784,-3.05417138101575,0.00850229714492378,0.0322727293869585,-3.48092924613052,"Creld"
"dpr8",0.517622212540452,3.3900071306034,3.11794922425404,0.00851685517486076,0.03231993846237,-3.34331272347868,"dpr8"
"HIP",-0.17721584867939,6.09412081416507,-3.05310558204489,0.00852036751557979,0.0323252180576141,-3.65874914134183,"HIP"
"CG15109",-0.204412019894117,7.90007258471714,-3.05289625540391,0.00852392105887436,0.0323306513034458,-3.63466324781135,"CG15109"
"CG17560",0.257621144916954,6.84969927205609,3.05238478944689,0.00853260990591729,0.032355554855979,-3.66268042538461,"CG17560"
"Pex1",-0.225904495325032,3.31712637127741,-3.05210013779917,0.00853744939614182,0.0323658529346272,-3.38820845360385,"Pex1"
"CG14085",0.69412716988313,-0.648330517260068,3.0512739182425,0.00855151170206933,0.0324111013030432,-2.55371081365996,"CG14085"
"CG31861",-0.272316525836929,5.05988517671519,-3.04896902744637,0.00859086225215979,0.0325521483647228,-3.61809792282494,"CG31861"
"lncRNA:CR43835",0.335170362410858,3.22991486680606,3.04866241452607,0.00859611041491432,0.0325570036664799,-3.38614184662415,"lncRNA:CR43835"
"CycC",0.277335843936656,2.05187615447464,3.04852046483221,0.00859854118064439,0.0325570036664799,-3.14196011714375,"CycC"
"hoka",-0.26635900982677,6.05942505818772,-3.04851980521926,0.00859855247753161,0.0325570036664799,-3.66388935725853,"hoka"
"CG13365",0.305090273475301,3.24715286799362,3.04714270611396,0.00862216944106703,0.03263831651313,-3.39290846218669,"CG13365"
"CG34293",-0.215440294307892,3.94111699755486,-3.04678628780085,0.00862829238022331,0.032653383629154,-3.50325344954516,"CG34293"
"CG4476",0.54420763364988,0.0964485652677674,3.04654561879924,0.00863242928351311,0.0326609290667179,-2.7248238020734,"CG4476"
"GC",0.287231620493489,1.89000411740463,3.04604760215992,0.00864099600986105,0.0326774390800475,-3.1046605147765,"GC"
"CG42497",-0.179884643845163,5.80918322513288,-3.0460426445391,0.00864108133153488,0.0326774390800475,-3.66394818462455,"CG42497"
"Synd",-0.177398813843333,6.94851436651439,-3.04413334434308,0.00867400277665253,0.0327937986395893,-3.6786583462721,"Synd"
"Doc{}1362",0.872484113785124,-1.45230337854674,3.04400040560586,0.00867629960742555,0.0327943467304478,-2.4632730881653,"Doc{}1362"
"Pink1",-0.182842839148209,7.88147127174738,-3.04347017658601,0.00868546654850073,0.032820855491979,-3.65521716121585,"Pink1"
"PPP4R2r",0.171102408722811,4.79244576800859,3.04308156536558,0.00869219118839491,0.0328381243706342,-3.60222356229615,"PPP4R2r"
"Pkd2",-0.1936391332185,5.65338416217138,-3.04270052268576,0.00869878985671464,0.0328549089011973,-3.6655017245949,"Pkd2"
"Mvb12",-0.174657975071429,5.26954456016391,-3.04212701046729,0.00870873093205804,0.0328843060962747,-3.64293599734635,"Mvb12"
"rt",0.413020252182723,1.10173102003184,3.04158569630258,0.00871812419692758,0.0329005628608464,-2.92554964047742,"rt"
"CG42367",-0.775226388492744,-1.32570118264143,-3.04151401527182,0.00871936880723288,0.0329005628608464,-2.47105282270542,"CG42367"
"Hmgcr",-0.155374223175941,5.96947157781444,-3.04150572926423,0.00871951268995792,0.0329005628608464,-3.67925628987482,"Hmgcr"
"GCS2beta",-0.210904881813693,5.44317189292476,-3.04094782558079,0.00872920583163628,0.0329270049267831,-3.65551934370197,"GCS2beta"
"Acp53C14b",0.387243843865506,9.18075922841803,3.08618803735594,0.0087308416607041,0.0329270049267831,-3.57202646664347,"Acp53C14b"
"lncRNA:CR45295",0.944832046028683,-0.913992792041072,3.04065953672429,0.00873421879829501,0.0329315919064859,-2.54886576464992,"lncRNA:CR45295"
"RhoGDI",-0.163390254290781,6.30461126369367,-3.03850232972151,0.00877182021287173,0.033065184280031,-3.69092977097704,"RhoGDI"
"Cyp4ae1",-0.315648619600939,2.49361483885462,-3.03829387454527,0.00877546217667808,0.0330693540231714,-3.25404457671908,"Cyp4ae1"
"CG6287",-0.202088696634277,6.93812805794593,-3.03819064876573,0.00877726620890606,0.0330693540231714,-3.69022724674318,"CG6287"
"CG15803",0.25301646563916,3.59211778688328,3.03802629872952,0.00878013923955733,0.0330720024742594,-3.4573408087356,"CG15803"
