"","logFC","AveExpr","t","P.Value","adj.P.Val","B","geneid"
"Jhbp13",-0.653062204491447,7.45272620215819,-8.7022339135029,4.73370635722314e-07,3.62521029568244e-05,6.40200420209118,"Jhbp13"
"Cyp4d14",-0.733880486573833,3.81878877703568,-8.68842265920158,4.8251097210064e-07,3.66533218666584e-05,6.51682792756368,"Cyp4d14"
"arg",-0.620712025563357,3.70917163567215,-8.68664712280499,4.83699514175921e-07,3.66533218666584e-05,6.52820890641731,"arg"
"CG11630",-0.707823552920825,3.05442255185202,-8.68348358608629,4.85824869886155e-07,3.66533218666584e-05,6.5889258168425,"CG11630"
"CG46281",-0.601412051461744,4.07698228472648,-8.66356478228703,4.9943604150008e-07,3.74350202633151e-05,6.45406600282937,"CG46281"
"lncRNA:CR44601",-1.06037969330605,1.46210319193964,-8.65707959384143,5.03954235584457e-07,3.74350202633151e-05,6.6572795883852,"lncRNA:CR44601"
"lncRNA:CR45303",0.863965577680387,1.84156019684922,8.65322512874187,5.06660104160458e-07,3.74350202633151e-05,6.64424533831364,"lncRNA:CR45303"
"CG15080",1.24186532912039,1.24447752693834,8.65274524331788,5.06998063056106e-07,3.74350202633151e-05,6.64070001933878,"CG15080"
"Sr-CII",0.87994919209826,1.81952440668693,8.65066222571374,5.08467794915106e-07,3.74350202633151e-05,6.64257671850124,"Sr-CII"
"Spag1",-0.565110540731121,5.39513297685528,-8.64305409391951,5.1387436484908e-07,3.76511794245191e-05,6.33013197026893,"Spag1"
"BG642312",0.824821116813298,8.89872631564869,8.61503719711935,5.34314636800202e-07,3.89615074872492e-05,6.31701899355683,"BG642312"
"lace",-0.617119867168436,4.91883281748595,-8.60326923233978,5.43155266896685e-07,3.9417553654788e-05,6.30187256808163,"lace"
"ssp3",-0.421186069892826,6.42612523868434,-8.57546801226086,5.64661528587228e-07,4.06186030959614e-05,6.20690720671478,"ssp3"
"Men-b",-0.71385426065126,8.37126089425851,-8.57499431203755,5.65035686111798e-07,4.06186030959614e-05,6.23972708443255,"Men-b"
"Eaf6",0.815099324535156,3.36657999216832,8.55843862091263,5.7827862773153e-07,4.13754285757208e-05,6.38082835680142,"Eaf6"
"CG42336",0.447054660322056,5.66049089433517,8.54342955143719,5.90568474029161e-07,4.2057306281329e-05,6.17303663440584,"CG42336"
"lncRNA:CR44032",-1.03774740810855,1.72486857881288,-8.53803043122819,5.95056770908778e-07,4.21798380867432e-05,6.49334552259358,"lncRNA:CR44032"
"wb",-0.578078798463251,3.76831201545669,-8.52958475539706,6.02150222699983e-07,4.24850434904988e-05,6.29112530421389,"wb"
"GstE9",-0.687686446140173,6.49669384928163,-8.52195715411325,6.08633504871273e-07,4.27445834757521e-05,6.13003281982594,"GstE9"
"Myo31DF",-0.835213696140888,6.30085293192598,-8.55079283099201,6.25071510238209e-07,4.3697659706561e-05,6.11506545803988,"Myo31DF"
"asRNA:CR45016",-1.04710753472015,1.1167888402781,-8.49342505502763,6.33547740975036e-07,4.40879797829203e-05,6.42526362535889,"asRNA:CR45016"
"CG3587",0.770271356939539,3.02158754593798,8.47757344583054,6.47853690217535e-07,4.48785919950692e-05,6.29274882339686,"CG3587"
"Cyp6a8",-1.12038294336563,5.77597267866235,-9.06662185427196,6.63858791953983e-07,4.57792216713969e-05,6.1770038036553,"Cyp6a8"
"Cyp4s3",-0.737496963381542,3.26721310515432,-8.45056123954515,6.73025205786099e-07,4.60539781971644e-05,6.23531156473193,"Cyp4s3"
"sog",-0.506050130783164,6.4440732541487,-8.44854626942669,6.74943891188471e-07,4.60539781971644e-05,6.02192899735215,"sog"
"MnM",-0.66284617303014,5.79670768830098,-8.44648895892199,6.7690886589008e-07,4.60539781971644e-05,6.03183022015686,"MnM"
"Xxylt",0.612242643969292,4.17366620122939,8.4415481726511,6.81652664901011e-07,4.61706071692952e-05,6.12285099313226,"Xxylt"
"CG10657",0.634279008538141,4.96297349461433,8.42684261543884,6.95981216293145e-07,4.6932538656228e-05,6.03947450170001,"CG10657"
"Mdr50",-1.21912713702346,4.40824701399488,-8.96587584431081,7.02445332012777e-07,4.69536479561306e-05,6.19076751769393,"Mdr50"
"CG18301",0.650009172127374,5.34399389965708,8.42030206557124,7.02456150524788e-07,4.69536479561306e-05,6.00602892973087,"CG18301"
"CG3984",-1.29545864550426,4.41905228708715,-9.06427056006013,7.08230804120315e-07,4.69708913996589e-05,6.20665427760814,"CG3984"
"CHOp24",0.588828313792031,5.07938678360112,8.41387755552586,7.08878282278317e-07,4.69708913996589e-05,6.01269542701642,"CHOp24"
"alpha-Man-IIb",0.590539723234175,5.27243340410939,8.40795693826039,7.14851720873969e-07,4.71031677544689e-05,5.99202633612067,"alpha-Man-IIb"
"Optix",0.566781184173162,5.2058262727994,8.40578526547219,7.17056097049658e-07,4.71031677544689e-05,5.99542997345022,"Optix"
"Mgat4a",-0.52887085389663,4.98650892663743,-8.38961469693104,7.33698031021494e-07,4.79895192822643e-05,5.98327215093809,"Mgat4a"
"Ugt35C1",-0.870536686418625,6.80969443764134,-8.52146048577181,7.39598111833172e-07,4.8168697539904e-05,5.9602893492101,"Ugt35C1"
"mino",-0.521162979884437,7.14219536012726,-8.3807331372232,7.43011881949486e-07,4.81851109825965e-05,5.926972353937,"mino"
"Qsox1",-0.367874428885475,6.7218758894258,-8.36940228854353,7.55076170120582e-07,4.87600035281257e-05,5.90500812201905,"Qsox1"
"lncRNA:CR44903",-1.9260319956783,-0.472615671845917,-8.35552549691013,7.70134125039544e-07,4.93555157373392e-05,5.87093512758639,"lncRNA:CR44903"
"gudu",-0.546111466531896,5.52211728697032,-8.35494117203439,7.70775114533251e-07,4.93555157373392e-05,5.90324523073332,"gudu"
"Invadolysin",-0.671004726613779,6.24060589574863,-8.35035431773059,7.75826420743054e-07,4.94711073310634e-05,5.87988057805591,"Invadolysin"
"CG1738",0.878151330740021,1.48433219847715,8.30770962459502,8.24500267952031e-07,5.21479325502179e-05,6.17627908272526,"CG1738"
"lncRNA:CR45587",3.16146532547117,-1.5047804156573,8.30758337999158,8.24649064606464e-07,5.21479325502179e-05,5.11901100238274,"lncRNA:CR45587"
"Ugt37C2",-1.12711228603947,1.32643848535116,-8.28764075046531,8.48514577362419e-07,5.34353808223275e-05,6.14859430488338,"Ugt37C2"
"lncRNA:CR46260",1.45292942077768,0.41365079150439,8.2628640036566,8.79186925003977e-07,5.51391306051877e-05,6.05248706256904,"lncRNA:CR46260"
"CG14566",-2.59450293804951,0.119039966984851,-8.24849914975013,8.97504938344147e-07,5.60572756572328e-05,5.82283440222605,"CG14566"
"Phyhd1",-0.505333481301133,4.97409532972477,-8.23144841562731,9.19773182567653e-07,5.66495264162716e-05,5.75105136367933,"Phyhd1"
"CG4752",-0.454528342939522,5.58805335858917,-8.2305644528547,9.2094345085498e-07,5.66495264162716e-05,5.71705298727427,"CG4752"
"alpha-Est5",-0.764972391203022,4.61479178481917,-8.22955948798257,9.22275825155369e-07,5.66495264162716e-05,5.7782915137262,"alpha-Est5"
"Him",1.72828945595206,-0.219095748498887,8.22874413304968,9.23358313756622e-07,5.66495264162716e-05,5.83259888614871,"Him"
"CG3597",-0.580958331898416,4.82685556341775,-8.22707914764271,9.25572970974516e-07,5.66495264162716e-05,5.75574334625464,"CG3597"
"Dic61B",-0.587293972427263,5.08527196436916,-8.22140444574627,9.33163385997052e-07,5.68856400103803e-05,5.72675041528275,"Dic61B"
"out",-0.460142608848448,5.13410074114173,-8.21020264855266,9.48340636616701e-07,5.7376951307314e-05,5.70891466542287,"out"
"CG34198",-0.702499034846011,3.378238965144,-8.2099011400165,9.48752738152437e-07,5.7376951307314e-05,5.87005295747105,"CG34198"
"Nepl15",-0.924590317437503,5.53486650050156,-8.43260336815323,9.83982212817661e-07,5.88640937828931e-05,5.70919070386263,"Nepl15"
"CG16965",-0.999708231882553,4.13019841305965,-8.29164383716432,9.86803440524996e-07,5.88640937828931e-05,5.78394331734517,"CG16965"
"CG15255",-0.725166001934201,6.27235429728855,-8.18195216800564,9.87787936610111e-07,5.88640937828931e-05,5.62923628480933,"CG15255"
"Spn28Db",1.03006693944414,2.17760111186408,8.18124793187048,9.88793176405553e-07,5.88640937828931e-05,5.95284042729279,"Spn28Db"
"asRNA:CR45133",-1.08980293916218,1.31131307491337,-8.15842485125164,1.02196379724103e-06,6.06020555251102e-05,5.96802632182509,"asRNA:CR45133"
"CG6154",0.900308088594041,2.77691171015474,8.14872731592736,1.03641227152634e-06,6.11226470568272e-05,5.845970616046,"CG6154"
"CR42545",-1.16882990824288,2.10843115341553,-8.14716231704883,1.03876414617574e-06,6.11226470568272e-05,5.92048095102687,"CR42545"
"Spn43Ab",-0.523070036298097,7.27828967620326,-8.13859579811812,1.05173823251433e-06,6.15626900333673e-05,5.56851913802361,"Spn43Ab"
"CG43325",1.59639423202708,0.538575114292837,8.13690335468474,1.05432166002027e-06,6.15626900333673e-05,5.8691652893804,"CG43325"
"lncRNA:CR44419",0.997201017069704,1.52474397681749,8.12908229807278,1.06634752349498e-06,6.20272376261966e-05,5.92372126548352,"lncRNA:CR44419"
"FASN3",0.666079048855646,6.17121974602305,8.12542584649253,1.0720194404958e-06,6.21200618751179e-05,5.54388201772694,"FASN3"
"Est-Q",-0.694232607588525,4.59612676490249,-8.10148529370728,1.10995309397278e-06,6.40745649702467e-05,5.58857573993907,"Est-Q"
"CG4239",0.466183974017788,7.17954816863493,8.05195460756506,1.19301078461555e-06,6.84604855654137e-05,5.43560005301737,"CG4239"
"MFS14",-0.580990849118577,6.28844943515264,-8.05086279827595,1.19491398690289e-06,6.84604855654137e-05,5.43044420910173,"MFS14"
"GstE10",0.655172022689519,3.41251464109833,8.04440388298891,1.20623876614071e-06,6.88504823819644e-05,5.61731044103597,"GstE10"
"CG13492",-1.28592980116937,7.19183033759573,-9.005290787585,1.2193196898275e-06,6.93374331081013e-05,5.61676143135599,"CG13492"
"Gr8a",1.93429943105194,-0.0294175043858242,8.03155450672506,1.22910692705822e-06,6.9549305767633e-05,5.65517771592997,"Gr8a"
"CG16985",-0.744681657253596,4.26199316722923,-8.02985108785379,1.23217273997775e-06,6.9549305767633e-05,5.50825929865119,"CG16985"
"Acsl",-0.636763567118841,8.85129203469447,-8.0239956345446,1.24277316345972e-06,6.98887933989896e-05,5.43815298644504,"Acsl"
"lncRNA:CR44942",4.09165808065599,0.246293916764802,8.7055180261438,1.25040898655683e-06,7.00596799820811e-05,5.44171818280765,"lncRNA:CR44942"
"lncRNA:CR44501",1.2283858027426,0.960376547607404,8.00833610075201,1.27159864960105e-06,7.09859465931138e-05,5.74823862778508,"lncRNA:CR44501"
"CG18577",-0.886894485027132,2.33318582812679,-7.99840245200749,1.2902496931472e-06,7.17642530057055e-05,5.67955360409283,"CG18577"
"CG11400",-0.586836936330099,5.52984819645582,-7.98866685807099,1.30880954212297e-06,7.2531845170742e-05,5.35475393307959,"CG11400"
"Hmbs",-0.378432996544266,6.48521587636832,-7.96979581862108,1.34559311565865e-06,7.41494082608211e-05,5.30473237581714,"Hmbs"
"CG5096",-0.727409392832756,5.57674936095071,-7.96871697371431,1.347728745948e-06,7.41494082608211e-05,5.32415423869274,"CG5096"
"CG1246",-1.08722848009154,5.66967537456298,-8.54336976769405,1.37129063372262e-06,7.51743498486789e-05,5.43840863734578,"CG1246"
"Cul6",-0.586626146166436,2.70421924135347,-7.95202920570086,1.38122311421276e-06,7.54474561311914e-05,5.56818168563318,"Cul6"
"Ir68a",1.51535402122907,-1.109204767922,7.94680852231146,1.39188137227218e-06,7.57581146908142e-05,5.1314668470352,"Ir68a"
"Alp4",0.43697257659949,6.73139790816926,7.93241128084624,1.42172664094861e-06,7.71071672884583e-05,5.24780315399642,"Alp4"
"asRNA:CR45890",1.26077177804045,0.63639319636182,7.92263041951792,1.44238735156743e-06,7.79502951698146e-05,5.6020608280623,"asRNA:CR45890"
"CG12877",-0.415805687131452,4.3899927824322,-7.91303569583545,1.46296326044397e-06,7.87828978415762e-05,5.31579869982096,"CG12877"
"lncRNA:CR44668",-3.31507333728116,-2.52824130265772,-7.90546225527453,1.47942340991828e-06,7.93887773491358e-05,3.79555453551693,"lncRNA:CR44668"
"Mal-A2",-0.952874636372883,6.03369761874041,-8.27648727551233,1.50959212747906e-06,8.05839633043196e-05,5.28290321956594,"Mal-A2"
"NLaz",-0.575972430672351,6.17737096035516,-7.89061123644809,1.51227122736453e-06,8.05839633043196e-05,5.18712189221331,"NLaz"
"Apoltp",-0.764953851088361,7.08378972677661,-7.90705411085133,1.5419661881391e-06,8.18800164015328e-05,5.1754771735887,"Apoltp"
"Fbxo42",0.56515274046215,4.27639082589543,7.86348660663753,1.5742705038593e-06,8.33051474958882e-05,5.24291112197514,"Fbxo42"
"kappaTry",-0.857334035439551,5.41163144177755,-8.01358582888895,1.5915105054394e-06,8.39260211172887e-05,5.1977544694199,"kappaTry"
"Mccc1",0.531708411190284,4.54754574750573,7.83203711123663,1.64953172520435e-06,8.64750519206743e-05,5.17164603378833,"Mccc1"
"aralar1",-0.514586644962451,7.38021336006438,-7.83129358095396,1.65135637558583e-06,8.64750519206743e-05,5.10156635655587,"aralar1"
"CG43816",0.836584891169172,7.32118101992886,7.99124436275176,1.65687107354573e-06,8.64750519206743e-05,5.138297077258,"CG43816"
"CG1632",0.920270087642613,2.09031186962683,7.81564883591557,1.69024751045766e-06,8.79159455951356e-05,5.42757735941713,"CG1632"
"CG42514",-0.499857147981055,4.95720516016594,-7.80245194370393,1.72380555173646e-06,8.92519699258954e-05,5.1009086520666,"CG42514"
"lncRNA:CR44279",-0.681689721205356,2.679108774002,-7.80095883667627,1.7276463994842e-06,8.92519699258954e-05,5.33820852389463,"lncRNA:CR44279"
"armi",-0.457562169812105,3.88656682685249,-7.79482477538082,1.74352064742801e-06,8.97677522527125e-05,5.18235919278293,"armi"
"Ugt37B1",-1.20003519309587,2.4697548867215,-7.79154812205948,1.75206329075892e-06,8.99038537076297e-05,5.36596813246341,"Ugt37B1"
"Ance-4",-0.667925058127077,4.79900724010283,-7.78366565518303,1.77279541468787e-06,9.04793071037091e-05,5.08462309380269,"Ance-4"
"CG42671",-0.650811521429675,7.51863518142202,-7.78277592540986,1.77515176010558e-06,9.04793071037091e-05,5.02971332236646,"CG42671"
"CG42782",1.37064566362216,6.16383930033821,8.88440014603957,1.80384123562213e-06,9.16351347696044e-05,5.24708800017775,"CG42782"
"Ser6",-1.11046608058517,5.91932002650355,-8.43707413920512,1.84864444276455e-06,9.35991405572482e-05,5.14105290065075,"Ser6"
"mmm",-0.532813443600904,4.51581355352637,-7.75238109251689,1.85766797529492e-06,9.37445693493198e-05,5.05694480820004,"mmm"
"CG6048",-0.892728016772515,2.81194990162817,-7.74198586848773,1.88681039051463e-06,9.49009582555871e-05,5.24688075532986,"CG6048"
"Cpr66Cb",-0.916928900088274,1.9751328893959,-7.73516503058686,1.90619416526512e-06,9.55081875280901e-05,5.32227964277307,"Cpr66Cb"
"Sfp24Bb",0.567906339535646,8.86130906007273,7.73135548735909,1.91711169612205e-06,9.55081875280901e-05,4.99104235145197,"Sfp24Bb"
"Cyp309a1",-1.21165292406983,4.81980984532242,-8.4079259923491,1.91768408028842e-06,9.55081875280901e-05,5.16909143745324,"Cyp309a1"
"Mrp5",-0.517483821515854,6.42488301373201,-7.72164643318473,1.94523583600115e-06,9.62109958328784e-05,4.92283041548172,"Mrp5"
"CG42866",0.976264836256176,2.13450832227856,7.72131393323197,1.9462066651818e-06,9.62109958328784e-05,5.28143353032983,"CG42866"
"HMS-Beagle{}577",2.52386885764662,-1.36214718861419,7.719765412858,1.95073475802883e-06,9.62109958328784e-05,4.60674720147967,"HMS-Beagle{}577"
"CG31832",1.71240014790583,0.249286646668955,7.70947566554472,1.98110732098491e-06,9.73937921671291e-05,5.24633957376524,"CG31832"
"stops",0.89572568066268,4.19635462705426,7.76192404764722,2.04137357254119e-06,0.000100033868956681,5.00755447424931,"stops"
"Nurf-38",-0.621183537755569,7.76889741256418,-7.66146151964303,2.12957816503691e-06,0.000104021702676803,4.84720772526923,"Nurf-38"
"lncRNA:CR45174",1.03291292053826,0.994267202890734,7.64544812161283,2.18167041662688e-06,0.000106018652849316,5.23285021260817,"lncRNA:CR45174"
"CG8389",0.514229795684293,4.18025320219197,7.64462812988937,2.18437381854891e-06,0.000106018652849316,4.91745604939218,"CG8389"
"MsR1",-0.704271501375933,2.91789403978241,-7.64069428649025,2.19739241978686e-06,0.000106311938023974,5.06932788253573,"MsR1"
"atk",-0.584295036137515,4.07373459822252,-7.63454426769032,2.2179095225254e-06,0.000106965003554706,4.91707505384782,"atk"
"TpnC73F",0.687917068092409,5.54396948061238,7.63134647535494,2.22865748607075e-06,0.000107064819214595,4.80315562501295,"TpnC73F"
"CG3841",-0.648557384270743,4.29598765164899,-7.62975420216852,2.23402969227306e-06,0.000107064819214595,4.88791762705254,"CG3841"
"CG31343",-0.58741279785568,7.96624662869979,-7.62183139887116,2.26096452970225e-06,0.000108015985682327,4.79043178051574,"CG31343"
"CG2076",-0.5324181263406,6.76263471887662,-7.61746711635689,2.27594778581747e-06,0.000108392013299557,4.7598561287661,"CG2076"
"IFT52",1.17130441697256,1.45874306439214,7.61514904249928,2.28394866346327e-06,0.000108434198227976,5.17961091843619,"IFT52"
"numb",-0.40121842886793,6.48093267225485,-7.60239074265616,2.32851860782214e-06,0.000109869793274745,4.73529080076748,"numb"
"lncRNA:CR44505",-1.3390434685094,0.759187067793172,-7.60236620728224,2.32860519867077e-06,0.000109869793274745,5.15791765575005,"lncRNA:CR44505"
"kek4",1.12553977036174,2.43209196195748,7.59906746174055,2.3402782072229e-06,0.000110079752710114,5.06284521354381,"kek4"
"lncRNA:CR44689",1.7229964076966,0.0124309948287066,7.58240138209456,2.40020447760083e-06,0.000112550799388375,5.02376315228111,"lncRNA:CR44689"
"lncRNA:CR45594",1.86237243504014,-0.49415930042137,7.57840371256219,2.41481828670297e-06,0.000112550799388375,4.89975095789382,"lncRNA:CR45594"
"cni",0.546802075272495,4.9076076007069,7.57836290652181,2.41496793963245e-06,0.000112550799388375,4.74882609019529,"cni"
"Ork1",-0.779570136111031,3.81947947344893,-7.56352246647504,2.47004839488014e-06,0.000114766882737724,4.83820501411737,"Ork1"
"CG13315",-0.571807385542623,9.05425074434467,-7.55245400067323,2.5119912515573e-06,0.000116043941361841,4.71770428878338,"CG13315"
"Hsp70Bb",0.739622270550038,2.67048599668791,7.55208055887314,2.51341940851278e-06,0.000116043941361841,4.95851839154639,"Hsp70Bb"
"beat-IIIb",0.846987418860387,2.73836036880767,7.54941928639204,2.52362177314485e-06,0.000116043941361841,4.94183324705784,"beat-IIIb"
"lncRNA:CR44925",2.13798274668299,-0.853093675366925,7.54784184903943,2.52968971714768e-06,0.000116043941361841,4.7247107979313,"lncRNA:CR44925"
"CG12206",-0.59502441543276,4.74568284984294,-7.5451102648569,2.5402337615014e-06,0.000116043941361841,4.7173670724171,"CG12206"
"Spn28F",0.629780997386196,8.89989169870729,7.54433874937287,2.5432202371952e-06,0.000116043941361841,4.69963794865294,"Spn28F"
"pio",0.438085161269812,6.41381811106082,7.53415471313284,2.58299084504123e-06,0.000117506807398294,4.6274558771085,"pio"
"CG13920",0.466283653910021,5.11275394887409,7.53018436986761,2.59867306792313e-06,0.000117868385580799,4.66052599924189,"CG13920"
"Ugt37D1",-0.590139206298861,5.64690840399662,-7.52477688263977,2.62019351375406e-06,0.000118491837239204,4.62992008674735,"Ugt37D1"
"hig",0.743165165254346,5.58085212599014,7.53865451160936,2.67212157037239e-06,0.000120191623457751,4.61934998480888,"hig"
"CG11912",0.822376328300445,3.27709213974846,7.51156850125747,2.67355382888305e-06,0.000120191623457751,4.81055920938604,"CG11912"
"CG10479",-0.420541889566717,5.27822566798568,-7.50228739233162,2.71173334218162e-06,0.000121500862871224,4.61211824495807,"CG10479"
